"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"Lista nr 1 - KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Barbara Stanisława CHROBAK - nr na liście 1";"Krzysztof MARKOWSKI - nr na liście 2";"Janusz Kazimierz CIOŁCZYK - nr na liście 3";"Krzysztof Edward PEROŃ - nr na liście 4";"Jan BOSAK - nr na liście 5";"Anna Jadwiga SPORYSZKIEWICZ - nr na liście 6";"Andrzej Marek DUDA - nr na liście 7";"Paweł DRATWA - nr na liście 8";"Stanisław Antoni BORÓWKA - nr na liście 9";"Marcin Grzegorz GÓRALCZYK - nr na liście 10";"Anna Grażyna KAŁUŻA - nr na liście 11";"Ewa Bogusława PARADZIŃSKA - nr na liście 12";"Ewa Barbara JANIK - nr na liście 13";"Cezary Adam DOBROWOLSKI - nr na liście 14";"Agata Elżbieta BEBEŃCA - nr na liście 15";"Eliza Maria LABOCHA - nr na liście 16";"Tomasz Adam KMITA - nr na liście 17";"Stanisław DĄBROWA - nr na liście 18";"Lista nr 2 - KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Ewa Danuta MALIK - nr na liście 1";"Waldemar Franciszek ANDZEL - nr na liście 2";"Robert Piotr WARWAS - nr na liście 3";"Danuta Czesława NOWICKA - nr na liście 4";"Maria MATERLA - nr na liście 5";"Marcin Henryk KOZIK - nr na liście 6";"Małgorzata Wioletta ZARYCHTA-SURÓWKA - nr na liście 7";"Zbigniew Józef PIĄTEK - nr na liście 8";"Bożena Grażyna SZYDLIK - nr na liście 9";"Kazimierz Czesław WILK - nr na liście 10";"Lena Marzena WARDENGA - nr na liście 11";"Maciej Daniel DERELA - nr na liście 12";"Beata Elżbieta CIEŚLIK - nr na liście 13";"Paweł Ludwik SZOPA - nr na liście 14";"Ewa Irena TRAWCZYŃSKA - nr na liście 15";"Zenon Zygmunt GŁĄB - nr na liście 16";"Łukasz CURYŁO - nr na liście 17";"Lista nr 3 - KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Włodzimierz CZARZASTY - nr na liście 1";"Rafał Jan ADAMCZYK - nr na liście 2";"Anita Kornelia ZIEGLER-CHAMIELEC - nr na liście 3";"Wojciech Marcin NITWINKO - nr na liście 4";"Łukasz Karol LITEWKA - nr na liście 5";"Magdalena Monika KOT - nr na liście 6";"Wacław Michał CHUDZIKIEWICZ - nr na liście 7";"Marta DZIUBKA - nr na liście 8";"Adrian Paweł KUŹNICKI - nr na liście 9";"Ewa Katarzyna PÓŁTORAK - nr na liście 10";"Małgorzata ŁUBEK - nr na liście 11";"Marcin Rafał GŁADKOWSKI - nr na liście 12";"Anna Ewa FILIK - nr na liście 13";"Aleksandra Maria GRANAT - nr na liście 14";"Damian Leszek ŁUKASIK - nr na liście 15";"Urszula CZAJER - nr na liście 16";"Łukasz Rafał CIASTOŃ - nr na liście 17";"Lista nr 4 - KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Jerzy Jan JANOSKA - nr na liście 1";"Marcin Czesław KOLCZYK - nr na liście 2";"Waldemar SIKORA - nr na liście 3";"Grzegorz Ryszard OLEKSIEWICZ - nr na liście 4";"Artur Karol JAKÓBIK - nr na liście 5";"Olga Kinga KLARCZYŃSKA - nr na liście 6";"Monika Mirella KRZYŻAK - nr na liście 7";"Jagoda Magda KOCLĘGA - nr na liście 8";"Renata Aleksandra CYGAN - nr na liście 9";"Ryszard Zbigniew MIZDRA - nr na liście 10";"Wojciech Andrzej GRABOWSKI - nr na liście 11";"Dominika Agnieszka SURMIK - nr na liście 12";"Robert Paweł CIEŚLIK - nr na liście 13";"Małgorzata Halina DĄBROWSKA - nr na liście 14";"Magdalena Ilona LOREK - nr na liście 15";"Ewelina Magdalena GOREL - nr na liście 16";"Sylwia OSIAL - nr na liście 17";"Krzysztof Adam PAŁKA - nr na liście 18";"Lista nr 5 - KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Wojciech Paweł SAŁUGA - nr na liście 1";"Barbara DOLNIAK - nr na liście 2";"Mateusz Andrzej BOCHENEK - nr na liście 3";"Anna Ewa NEMŚ - nr na liście 4";"Marek Romuald WĘGRZYNOWICZ - nr na liście 5";"Bożena Irena ŁAPAJ - nr na liście 6";"Maciej Artur KLIMEK - nr na liście 7";"Teresa Mieczysława KOSMALA-GĄSIOR - nr na liście 8";"Marcin Jakub ZAPART - nr na liście 9";"Paweł SZCZEPANEK - nr na liście 10";"Ryszard Tadeusz MILEJ - nr na liście 11";"Jarosław Jacek SOCHACKI - nr na liście 12";"Renata Janina SOLIPIWKO - nr na liście 13";"Ewa Barbara SKOTALCZYK - nr na liście 14";"Marcin Bernard JANECZEK - nr na liście 15";"Małgorzata Agata OCHĘDUSZKO-LUDWIK - nr na liście 16";"Elżbieta Joanna LIEGMANN - nr na liście 17";"Jolanta Izabela MOĆKO - nr na liście 18"
"d78d-0166-8f6e-b6bd-3985-9c2d-32f2-6769";"246501";"32";"24";"miasto";"stały";"Szkoła Podstawowa nr 16 z Oddziałami Przedszkolnymi, ul. Konopnickiej 56, 41-300 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1400";"1532";"384";"1016";"2";"3";"2";"2";"0";"0";"0";"0";"2";"1018";"2";"0";"1018";"6";"3";"3";"0";"1012";"46";"21";"6";"0";"1";"0";"1";"1";"1";"0";"4";"1";"2";"2";"0";"0";"1";"3";"2";"281";"48";"29";"179";"5";"1";"0";"2";"0";"2";"0";"1";"0";"9";"1";"0";"1";"3";"278";"124";"42";"7";"3";"53";"9";"1";"3";"0";"6";"4";"0";"2";"3";"5";"1";"15";"50";"26";"6";"1";"0";"3";"4";"1";"0";"2";"0";"2";"0";"2";"2";"0";"0";"0";"1";"357";"58";"178";"25";"24";"45";"3";"3";"1";"3";"1";"1";"1";"2";"3";"1";"3";"0";"5"
"1d71-7d81-9267-135d-307d-6a76-1385-0560";"246501";"32";"25";"miasto";"stały";"Centrum Obsługi Placówek Opiekuńczo-Wychowawczych, ul. Jasna 29/3, 41-303 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"500";"554";"140";"360";"0";"1";"0";"0";"0";"0";"0";"0";"0";"360";"0";"0";"360";"7";"7";"0";"0";"353";"16";"7";"0";"0";"2";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"1";"3";"100";"14";"11";"63";"1";"1";"2";"1";"3";"1";"0";"0";"0";"2";"0";"0";"0";"1";"97";"42";"15";"0";"1";"18";"1";"0";"3";"0";"0";"0";"0";"0";"1";"2";"0";"14";"16";"12";"1";"0";"0";"0";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"124";"16";"59";"14";"15";"12";"0";"1";"0";"0";"0";"0";"0";"6";"0";"0";"1";"0";"0"
"8e43-0565-efde-feed-1f5b-3e86-7bcb-2e12";"246501";"32";"26";"miasto";"stały";"Klub ""Helikon"", ul. Wojska Polskiego 45, 41-300 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1350";"1473";"308";"1042";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1042";"0";"0";"1042";"11";"7";"4";"0";"1031";"45";"15";"5";"2";"0";"4";"0";"1";"0";"1";"1";"6";"3";"2";"1";"0";"1";"0";"3";"351";"74";"12";"216";"5";"5";"4";"2";"12";"0";"0";"2";"1";"4";"2";"2";"2";"8";"296";"139";"50";"15";"5";"42";"12";"0";"11";"1";"2";"2";"1";"1";"0";"1";"2";"12";"63";"30";"7";"1";"0";"1";"0";"4";"1";"2";"0";"6";"2";"2";"5";"0";"0";"0";"2";"276";"28";"153";"25";"20";"26";"3";"0";"0";"0";"2";"1";"1";"7";"3";"1";"2";"1";"3"
"f1fc-826a-f7ca-0509-1e9f-45e9-2002-d08f";"246501";"32";"27";"miasto";"stały";"Zespół Szkół Ekonomicznych, ul. Aleja Józefa Piłsudskiego 5, 41-300 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1250";"1342";"427";"823";"0";"2";"1";"1";"0";"0";"0";"0";"1";"824";"1";"0";"824";"6";"6";"0";"0";"818";"27";"10";"2";"1";"2";"2";"1";"1";"0";"0";"1";"1";"0";"1";"0";"0";"0";"1";"4";"287";"71";"22";"166";"8";"0";"2";"2";"6";"2";"2";"0";"1";"2";"2";"1";"0";"0";"221";"91";"42";"10";"3";"32";"9";"0";"6";"1";"3";"3";"1";"1";"0";"6";"2";"11";"45";"23";"3";"2";"0";"1";"1";"2";"1";"0";"0";"2";"5";"1";"2";"1";"0";"1";"0";"238";"31";"117";"18";"20";"33";"0";"1";"1";"1";"1";"0";"0";"2";"6";"0";"3";"1";"3"
"a9a2-9629-bcec-fc22-5444-6093-a562-0d62";"246501";"32";"28";"miasto";"stały";"Zespół Szkół Ekonomicznych, ul. Aleja Józefa Piłsudskiego 5, 41-300 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"2000";"2156";"613";"1387";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1387";"0";"0";"1387";"23";"11";"12";"0";"1364";"61";"28";"14";"0";"1";"1";"1";"2";"0";"0";"3";"5";"4";"0";"0";"0";"0";"0";"2";"450";"120";"21";"255";"7";"3";"5";"3";"7";"2";"3";"3";"1";"8";"1";"2";"2";"7";"388";"158";"50";"14";"15";"73";"9";"1";"10";"3";"2";"10";"3";"3";"5";"5";"6";"21";"95";"41";"7";"4";"3";"6";"6";"3";"0";"0";"2";"1";"9";"3";"3";"2";"0";"1";"4";"370";"35";"204";"32";"40";"35";"1";"1";"1";"2";"2";"2";"1";"8";"2";"1";"0";"0";"3"
"1d6e-3470-7b3d-7dc0-682f-c686-a682-a208";"246501";"32";"29";"miasto";"stały";"Szkoła Podstawowa nr 8, ul. Wyspiańskiego 1, 41-300 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1600";"1760";"497";"1103";"1";"3";"1";"1";"0";"0";"0";"0";"1";"1104";"1";"0";"1104";"10";"7";"3";"0";"1094";"37";"17";"5";"0";"2";"1";"1";"3";"0";"1";"0";"1";"0";"0";"1";"0";"0";"0";"5";"410";"97";"29";"224";"9";"4";"11";"8";"4";"3";"2";"1";"0";"3";"9";"1";"0";"5";"289";"109";"39";"16";"4";"57";"10";"1";"9";"3";"4";"3";"6";"3";"1";"4";"4";"16";"61";"29";"8";"2";"1";"1";"6";"1";"1";"2";"0";"1";"2";"1";"2";"1";"0";"0";"3";"297";"26";"152";"32";"28";"23";"3";"5";"2";"1";"1";"0";"1";"12";"5";"0";"3";"1";"2"
"30df-464f-4574-a87a-e955-96db-a6bf-c870";"246501";"32";"30";"miasto";"stały";"Szkoła Podstawowa nr 8, ul. Krasińskiego 34, 41-300 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1450";"1600";"415";"1035";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1035";"0";"0";"1035";"6";"0";"6";"0";"1029";"36";"14";"6";"1";"0";"3";"1";"1";"1";"0";"1";"5";"0";"0";"1";"0";"0";"0";"2";"343";"81";"31";"185";"4";"3";"6";"10";"6";"1";"4";"1";"0";"5";"3";"1";"0";"2";"300";"121";"48";"12";"8";"47";"6";"0";"8";"2";"2";"1";"5";"2";"1";"8";"0";"29";"58";"30";"7";"5";"2";"2";"3";"4";"0";"1";"0";"1";"1";"0";"1";"0";"0";"1";"0";"292";"40";"134";"28";"20";"31";"3";"4";"0";"3";"5";"0";"0";"5";"11";"1";"3";"0";"4"
"ec56-bdbf-3862-137a-2604-40e9-e20f-ef6a";"246501";"32";"31";"miasto";"stały";"Przedszkole nr 11, ul. Krasińskiego 35, 41-300 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1049";"1133";"265";"784";"1";"4";"0";"0";"0";"0";"0";"0";"0";"784";"0";"0";"784";"8";"5";"3";"0";"776";"29";"14";"2";"0";"1";"0";"0";"0";"0";"0";"2";"7";"0";"2";"0";"0";"0";"0";"1";"258";"64";"18";"143";"3";"3";"2";"6";"7";"0";"4";"1";"0";"2";"2";"1";"1";"1";"227";"92";"42";"8";"10";"37";"4";"0";"8";"0";"3";"0";"4";"4";"2";"0";"3";"10";"33";"8";"5";"3";"1";"0";"3";"0";"0";"1";"3";"2";"3";"2";"0";"0";"1";"0";"1";"229";"23";"127";"17";"18";"19";"1";"3";"0";"3";"1";"0";"2";"4";"6";"2";"0";"0";"3"
"85a2-8adb-bc3c-b7db-3d7e-b959-9d1e-90ee";"246501";"32";"32";"miasto";"stały";"Szkoła Podstawowa nr 13, ul. Aleja Józefa Piłsudskiego 24, 41-303 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1600";"1768";"373";"1227";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1227";"0";"0";"1227";"8";"8";"0";"0";"1219";"53";"26";"10";"2";"0";"1";"1";"3";"0";"1";"1";"4";"1";"0";"0";"0";"1";"1";"1";"431";"125";"19";"241";"5";"2";"4";"7";"6";"4";"0";"0";"1";"7";"2";"2";"2";"4";"335";"130";"71";"12";"5";"48";"9";"0";"9";"0";"8";"4";"3";"3";"2";"3";"0";"28";"64";"34";"6";"3";"0";"3";"1";"3";"1";"3";"2";"2";"1";"0";"2";"2";"0";"1";"0";"336";"51";"158";"30";"25";"45";"1";"2";"3";"4";"2";"0";"0";"9";"2";"1";"2";"0";"1"
"d427-bcf1-0df9-55c2-143f-82b6-e390-9eac";"246501";"32";"33";"miasto";"stały";"Szkoła Podstawowa nr 13, ul. Aleja Józefa Piłsudskiego 24, 41-303 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"950";"1047";"217";"733";"0";"3";"0";"0";"0";"0";"0";"0";"0";"733";"0";"0";"733";"2";"2";"0";"0";"731";"18";"12";"4";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"296";"87";"12";"155";"4";"2";"3";"2";"5";"5";"5";"2";"0";"3";"1";"1";"1";"8";"219";"78";"51";"9";"2";"28";"7";"0";"5";"0";"2";"4";"3";"2";"0";"5";"3";"20";"36";"24";"3";"2";"0";"0";"2";"4";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"162";"24";"79";"15";"13";"20";"2";"0";"0";"0";"0";"0";"0";"3";"4";"1";"0";"0";"1"
"6419-d34e-d5e4-524b-c367-f338-f834-6a5c";"246501";"32";"34";"miasto";"stały";"Szkoła Podstawowa nr 13, ul. Aleja Józefa Piłsudskiego 24, 41-303 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"950";"1009";"269";"681";"0";"0";"0";"0";"0";"0";"0";"0";"0";"681";"0";"0";"681";"8";"6";"2";"0";"673";"26";"14";"3";"0";"0";"0";"0";"2";"0";"0";"0";"1";"0";"1";"1";"1";"1";"0";"2";"237";"66";"17";"129";"4";"0";"3";"3";"4";"1";"3";"1";"0";"1";"1";"0";"2";"2";"161";"58";"29";"3";"6";"21";"7";"0";"10";"1";"3";"7";"0";"1";"0";"0";"2";"13";"36";"22";"2";"0";"2";"1";"0";"0";"0";"1";"0";"1";"1";"2";"1";"2";"0";"0";"1";"213";"26";"111";"15";"18";"22";"1";"0";"1";"0";"2";"0";"1";"6";"6";"1";"1";"0";"2"
"3240-45a6-70f0-840b-b041-6fdb-a5cd-66e4";"246501";"32";"35";"miasto";"stały";"Szkoła Podstawowa nr 29 z Oddziałami Sportowymi, ul. Gustawa Morcinka 4, 41-303 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1450";"1611";"331";"1119";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1119";"0";"0";"1119";"10";"8";"2";"0";"1109";"58";"24";"10";"1";"1";"8";"2";"1";"0";"1";"2";"0";"3";"1";"0";"1";"1";"0";"2";"370";"91";"15";"220";"3";"2";"5";"4";"2";"0";"0";"1";"0";"17";"5";"2";"0";"3";"285";"109";"55";"10";"4";"36";"15";"1";"11";"0";"1";"4";"1";"3";"2";"2";"2";"29";"70";"25";"5";"4";"2";"2";"7";"2";"3";"4";"0";"1";"2";"5";"3";"2";"0";"0";"3";"326";"30";"159";"32";"38";"35";"1";"8";"3";"3";"0";"1";"0";"10";"2";"0";"2";"0";"2"
"97d5-e915-f115-d505-2e33-fcf1-7d5e-de2e";"246501";"32";"36";"miasto";"stały";"Szkoła Podstawowa nr 29 z Oddziałami Sportowymi, ul. Gustawa Morcinka 4, 41-303 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1550";"1707";"395";"1155";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1155";"0";"0";"1155";"7";"2";"5";"0";"1148";"40";"17";"8";"1";"0";"0";"0";"1";"1";"0";"1";"3";"2";"2";"0";"0";"1";"1";"2";"350";"93";"26";"188";"6";"2";"1";"2";"8";"0";"2";"1";"1";"13";"1";"0";"2";"4";"337";"119";"56";"20";"11";"43";"6";"0";"3";"3";"4";"4";"2";"1";"0";"1";"1";"63";"54";"27";"3";"5";"2";"4";"0";"0";"1";"1";"1";"5";"0";"1";"1";"1";"0";"0";"2";"367";"43";"160";"28";"59";"47";"2";"1";"0";"0";"1";"0";"1";"13";"4";"0";"0";"3";"5"
"4bd5-3eec-af8e-3984-999b-1365-e754-e88f";"246501";"32";"37";"miasto";"stały";"Przedszkole nr 14, ul. Tysiąclecia 25a, 41-303 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1600";"1770";"407";"1193";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1192";"0";"0";"1192";"7";"3";"4";"0";"1185";"56";"25";"10";"2";"1";"2";"0";"2";"1";"2";"2";"1";"0";"2";"0";"0";"1";"1";"4";"443";"113";"27";"239";"5";"5";"9";"2";"17";"5";"2";"3";"1";"4";"5";"1";"1";"4";"310";"121";"59";"10";"8";"50";"5";"0";"13";"1";"3";"7";"1";"3";"0";"6";"2";"21";"95";"53";"5";"2";"1";"7";"3";"3";"0";"3";"1";"4";"1";"4";"3";"0";"0";"4";"1";"281";"35";"137";"25";"20";"31";"4";"2";"2";"1";"1";"1";"0";"11";"6";"0";"2";"0";"3"
"8d21-b1b0-3b3f-a77d-b7f0-881a-d46f-7014";"246501";"32";"38";"miasto";"stały";"Klub ""Unikat"", ul. Kasprzaka 46, 41-303 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1700";"1869";"434";"1266";"2";"5";"1";"1";"0";"0";"0";"0";"1";"1267";"1";"0";"1267";"10";"7";"3";"0";"1257";"57";"24";"9";"3";"1";"2";"1";"2";"0";"3";"1";"3";"0";"2";"3";"1";"0";"1";"1";"445";"103";"37";"238";"7";"6";"7";"4";"9";"2";"3";"4";"2";"5";"1";"4";"1";"12";"339";"133";"62";"5";"12";"56";"7";"0";"10";"1";"5";"4";"0";"2";"2";"3";"2";"35";"81";"35";"6";"4";"5";"5";"6";"0";"1";"0";"0";"7";"1";"2";"5";"1";"0";"0";"3";"335";"41";"165";"38";"23";"41";"3";"6";"1";"1";"3";"0";"0";"7";"4";"0";"2";"0";"0"
"260f-8d08-9def-db7b-c4f1-f122-c49b-55ab";"246501";"32";"39";"miasto";"stały";"Szkoła Podstawowa nr 12, ul. Tysiąclecia 25, 41-303 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"850";"925";"222";"628";"0";"5";"0";"0";"0";"0";"0";"0";"0";"628";"0";"0";"628";"8";"4";"4";"0";"620";"21";"9";"6";"1";"1";"0";"1";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"257";"56";"13";"157";"4";"5";"3";"7";"2";"2";"1";"1";"1";"3";"0";"1";"0";"1";"126";"42";"25";"6";"5";"18";"1";"0";"4";"0";"2";"2";"5";"0";"1";"3";"1";"11";"37";"20";"4";"2";"1";"2";"0";"0";"1";"1";"1";"2";"1";"0";"2";"0";"0";"0";"0";"179";"23";"87";"19";"8";"30";"1";"1";"0";"1";"2";"0";"0";"0";"3";"0";"2";"0";"2"
"f0a0-4273-c97f-9e60-fe87-6289-34e8-e435";"246501";"32";"40";"miasto";"stały";"Szkoła Podstawowa nr 12, ul. Tysiąclecia 25, 41-303 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1500";"1648";"399";"1101";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1101";"0";"0";"1101";"11";"6";"5";"0";"1090";"40";"15";"4";"1";"1";"4";"3";"3";"2";"0";"0";"0";"0";"1";"0";"0";"3";"2";"1";"403";"83";"13";"236";"6";"6";"20";"5";"8";"5";"3";"1";"1";"5";"1";"4";"0";"6";"266";"117";"52";"10";"5";"42";"5";"0";"3";"0";"4";"7";"0";"2";"0";"1";"1";"17";"67";"31";"2";"1";"1";"1";"2";"1";"1";"1";"1";"4";"4";"2";"3";"6";"0";"0";"6";"314";"40";"179";"32";"16";"22";"4";"1";"2";"1";"1";"0";"1";"8";"4";"0";"2";"0";"1"
"f7f9-7c73-ecbb-9ed1-9f04-1347-e10c-9a78";"246501";"32";"41";"miasto";"stały";"Przedszkole nr 12, ul. Ignacego Krasickiego 1, 41-303 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1050";"1128";"390";"660";"0";"0";"0";"0";"0";"0";"0";"0";"0";"660";"0";"0";"660";"7";"5";"2";"0";"653";"39";"17";"6";"1";"0";"0";"0";"4";"1";"1";"4";"1";"0";"0";"0";"1";"0";"0";"3";"220";"42";"12";"136";"2";"5";"5";"3";"0";"1";"1";"1";"1";"2";"3";"0";"1";"5";"170";"65";"21";"2";"4";"32";"7";"1";"1";"2";"1";"1";"4";"1";"0";"9";"2";"17";"40";"24";"2";"2";"1";"0";"1";"0";"0";"4";"0";"1";"2";"0";"0";"0";"0";"1";"2";"184";"24";"71";"15";"21";"33";"3";"2";"1";"2";"2";"2";"0";"4";"3";"0";"1";"0";"0"
"f283-350e-c538-d66f-ec88-3292-c80a-f531";"246501";"32";"42";"miasto";"stały";"III LO, ul. Prusa 3, 41-303 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1250";"1368";"496";"754";"2";"3";"0";"0";"0";"0";"0";"0";"0";"753";"0";"0";"753";"10";"7";"3";"0";"743";"30";"11";"6";"3";"0";"0";"2";"1";"2";"0";"0";"1";"3";"0";"0";"0";"0";"1";"0";"261";"68";"29";"133";"8";"0";"1";"1";"8";"0";"1";"1";"1";"6";"1";"1";"2";"0";"206";"74";"35";"11";"5";"43";"9";"0";"7";"0";"0";"1";"1";"2";"1";"2";"1";"14";"53";"30";"4";"0";"2";"1";"2";"0";"2";"2";"0";"1";"0";"2";"2";"0";"1";"0";"4";"193";"27";"101";"10";"13";"19";"0";"1";"0";"1";"0";"1";"1";"11";"2";"0";"1";"0";"5"
"0db3-5d5b-4b4e-9e46-10d9-4983-e87f-ce88";"246501";"32";"43";"miasto";"stały";"III LO, ul. Prusa 3, 41-303 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"700";"787";"256";"444";"0";"2";"1";"1";"0";"0";"0";"0";"1";"445";"1";"0";"445";"6";"3";"3";"0";"439";"25";"11";"4";"0";"0";"0";"0";"5";"1";"0";"1";"0";"0";"1";"0";"0";"1";"0";"1";"133";"40";"12";"74";"2";"0";"0";"0";"1";"1";"0";"1";"0";"1";"0";"0";"1";"0";"123";"47";"25";"5";"0";"17";"2";"2";"3";"0";"1";"1";"1";"1";"0";"1";"1";"16";"39";"26";"0";"1";"1";"0";"1";"0";"1";"1";"0";"2";"2";"2";"0";"0";"0";"0";"2";"119";"17";"53";"7";"11";"24";"0";"0";"0";"0";"1";"0";"0";"4";"0";"1";"1";"0";"0"
"966c-a05b-3d43-c0cd-c591-cc6c-b4ae-5a6b";"246501";"32";"44";"miasto";"stały";"Szkoła Podstawowa nr 18, ul. Aleja Józefa Piłsudskiego 73, 41-303 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1500";"1640";"375";"1125";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1124";"0";"0";"1124";"9";"4";"5";"0";"1115";"41";"20";"7";"0";"0";"0";"2";"2";"3";"0";"0";"0";"1";"2";"0";"0";"0";"1";"3";"464";"119";"23";"271";"11";"4";"0";"6";"7";"4";"2";"0";"0";"2";"1";"4";"1";"9";"236";"78";"45";"22";"2";"36";"5";"0";"7";"2";"6";"7";"2";"2";"2";"0";"2";"18";"81";"37";"11";"3";"1";"7";"2";"4";"1";"4";"1";"0";"2";"1";"5";"0";"0";"0";"2";"293";"49";"153";"20";"24";"22";"2";"4";"0";"2";"1";"1";"2";"6";"1";"0";"4";"0";"2"
"f159-d77f-afcc-ef6f-3fc8-df52-f33c-4a8b";"246501";"32";"45";"miasto";"stały";"Szkoła Podstawowa nr 18, Aleja Józefa Piłsudskiego 73, 41-303 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1800";"1975";"689";"1111";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1111";"0";"0";"1111";"17";"10";"7";"0";"1094";"38";"13";"9";"0";"0";"3";"1";"0";"0";"0";"1";"3";"1";"1";"0";"2";"1";"2";"1";"353";"77";"14";"221";"8";"2";"2";"1";"7";"0";"6";"0";"1";"3";"2";"4";"4";"1";"289";"98";"51";"15";"5";"62";"5";"2";"9";"3";"4";"3";"2";"6";"0";"6";"1";"17";"98";"48";"9";"6";"1";"1";"6";"4";"1";"3";"4";"6";"1";"1";"1";"1";"0";"2";"3";"316";"43";"139";"30";"20";"46";"1";"3";"0";"1";"0";"0";"1";"15";"12";"0";"1";"1";"3"
