"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Dorota CZUDOWSKA";"Tymoteusz Dominik MYRDA";"Elżbieta Krystyna STĘPIEŃ"
"04b5-c1f1-6305-217f-56ef-3528-59db-590e";"020902";"3";"5";"wieś";"stały";"Szkoła Podstawowa, Okmiany 65, 59-225 Chojnów";"gm. Chojnów";"legnicki";"dolnośląskie";"500";"586";"220";"280";"0";"4";"0";"0";"0";"0";"0";"0";"0";"280";"0";"0";"280";"5";"2";"3";"0";"275";"151";"53";"71"
"7af5-67ee-efff-0a01-8a3a-c63b-013a-ecbd";"020902";"3";"6";"wieś";"stały";"Świetlica Wiejska w Osetnicy, Osetnica 26B, 59-225 Chojnów";"gm. Chojnów";"legnicki";"dolnośląskie";"1000";"1084";"408";"592";"1";"0";"0";"0";"0";"0";"0";"0";"0";"592";"0";"0";"592";"18";"1";"17";"0";"574";"305";"95";"174"
"5402-1908-6fa1-7ca5-9b6a-89e9-831f-0525";"020902";"3";"7";"wieś";"stały";"Szkoła Podstawowa, Budziwojów 21 A, 59-225 Chojnów";"gm. Chojnów";"legnicki";"dolnośląskie";"900";"982";"415";"485";"2";"2";"0";"0";"0";"0";"0";"0";"0";"485";"0";"0";"485";"12";"1";"11";"0";"473";"281";"67";"125"
"c13e-805b-40b9-ae73-7a53-a773-ea7c-4fec";"020902";"3";"8";"wieś";"stały";"Punkt Przedszkolny Goliszów przy Szkole Podstawowej w Niedźwiedzicach z siedzibą w Goliszowie, Goliszów 35, 59-225 Chojnów";"gm. Chojnów";"legnicki";"dolnośląskie";"900";"996";"384";"516";"1";"3";"0";"0";"0";"0";"0";"0";"0";"516";"0";"0";"516";"8";"1";"7";"0";"508";"295";"69";"144"
"5179-bbf2-e123-4ce4-aeea-4dba-9835-3f2a";"020903";"3";"1";"wieś";"stały";"Szkoła Podstawowa im. Jana Wyżykowskiego, ul. Piastowska 41, 59-223 Krotoszyce";"gm. Krotoszyce";"legnicki";"dolnośląskie";"1100";"1223";"373";"727";"2";"1";"0";"0";"0";"0";"0";"0";"0";"727";"0";"0";"727";"30";"4";"26";"0";"697";"370";"101";"226"
"ab1a-5171-1955-64a0-fae8-70b1-0b91-3eb8";"020903";"3";"2";"wieś";"stały";"Świetlica Wiejska, Winnica 37 A, 59-223 Krotoszyce";"gm. Krotoszyce";"legnicki";"dolnośląskie";"400";"410";"149";"251";"0";"0";"0";"0";"0";"0";"0";"0";"0";"251";"0";"0";"251";"4";"0";"4";"0";"247";"152";"34";"61"
"0cfe-2cb2-0d0b-202d-327d-241d-6fca-f4ee";"020903";"3";"3";"wieś";"stały";"Szkoła Podstawowa im. Henryka Sienkiewicza, Kościelec 9, 59-223 Krotoszyce";"gm. Krotoszyce";"legnicki";"dolnośląskie";"900";"948";"367";"533";"0";"5";"0";"0";"0";"0";"0";"0";"0";"533";"0";"0";"533";"5";"1";"4";"0";"528";"315";"62";"151"
"cb26-0880-6a31-6b19-d969-85ef-4aef-4525";"020904";"3";"1";"wieś";"stały";"Świetlica Wiejska, Bieniowice 15, 59-216 Kunice";"gm. Kunice";"legnicki";"dolnośląskie";"1000";"1090";"350";"650";"0";"4";"0";"0";"0";"0";"0";"0";"0";"650";"0";"0";"650";"18";"2";"16";"0";"632";"309";"105";"218"
"4c9e-f783-581d-0c02-ea77-355c-1227-1537";"020904";"3";"2";"wieś";"stały";"Szkoła Podstawowa, ul. Staropolska 4, 59-216 Kunice";"gm. Kunice";"legnicki";"dolnośląskie";"1200";"1366";"254";"946";"1";"7";"0";"0";"0";"0";"0";"0";"0";"946";"0";"0";"946";"17";"1";"16";"0";"929";"296";"108";"525"
"49be-92fe-8d6b-f28a-ecb9-dfb9-d72c-8b7b";"020904";"3";"3";"wieś";"stały";"Szkoła Podstawowa, Rosochata 65, 59-216 Kunice";"gm. Kunice";"legnicki";"dolnośląskie";"900";"1002";"314";"586";"0";"1";"0";"0";"0";"0";"0";"0";"0";"586";"0";"0";"586";"7";"0";"7";"0";"579";"294";"99";"186"
"5cf0-130a-c887-962a-2989-4adc-ad54-15f9";"020904";"3";"4";"wieś";"stały";"Hala widowiskowo-sportowa przy Szkole Podstawowej, Spalona ul. Legnicka 52A, 59-216 Kunice";"gm. Kunice";"legnicki";"dolnośląskie";"800";"954";"134";"666";"1";"5";"0";"0";"0";"0";"0";"0";"0";"666";"0";"0";"666";"17";"1";"16";"0";"649";"282";"86";"281"
"9a13-2dd5-27be-d885-e87b-8d61-1174-1c0c";"020904";"3";"5";"wieś";"stały";"Świetlica Wiejska, Grzybiany ul. Legnicka 66, 59-216 Kunice";"gm. Kunice";"legnicki";"dolnośląskie";"830";"832";"218";"612";"0";"0";"0";"0";"0";"0";"0";"0";"0";"612";"0";"0";"612";"9";"2";"7";"0";"603";"214";"71";"318"
"86a6-ef93-8ad9-dfa2-9fbc-e092-54be-c687";"020905";"3";"1";"wieś";"stały";"Klub Seniora w Legnickim Polu, Pl. Henryka Pobożnego 6, 59-241 Legnickie Pole";"gm. Legnickie Pole";"legnicki";"dolnośląskie";"1100";"1187";"323";"777";"0";"4";"0";"0";"0";"0";"0";"0";"0";"777";"0";"0";"777";"13";"3";"10";"0";"764";"356";"118";"290"
"7f06-3373-8576-dd6b-408d-ab4e-f861-24df";"020905";"3";"2";"wieś";"stały";"Świetlica wiejska, Raczkowa 5A, 59-241 Legnickie Pole";"gm. Legnickie Pole";"legnicki";"dolnośląskie";"400";"427";"169";"231";"0";"0";"0";"0";"0";"0";"0";"0";"0";"231";"0";"0";"231";"6";"0";"6";"0";"225";"132";"33";"60"
"b460-7f3b-b210-3f2b-0c64-a320-4ed9-736c";"020905";"3";"3";"wieś";"stały";"Świetlica wiejska, Koskowice ul. Legnicka 54, 59-241 Legnickie Pole";"gm. Legnickie Pole";"legnicki";"dolnośląskie";"1099";"1154";"382";"717";"1";"2";"0";"0";"0";"0";"0";"0";"0";"717";"0";"0";"717";"12";"3";"9";"0";"705";"410";"82";"213"
"2be6-3d28-45e0-cc0a-c68b-2fb0-b2f4-0bbb";"020905";"3";"4";"wieś";"stały";"Świetlica wiejska, Nowa Wieś Legnicka 56, 59-241 Legnickie Pole";"gm. Legnickie Pole";"legnicki";"dolnośląskie";"400";"489";"114";"286";"0";"0";"0";"0";"0";"0";"0";"0";"0";"286";"0";"0";"286";"7";"0";"7";"0";"279";"170";"37";"72"
"cf86-74e6-61fe-73fc-3a55-cb2b-13e3-c1d7";"020905";"3";"5";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Legnickim Polu-budynek w Mikołajowicach, Mikołajowice 44, 59-241 Legnickie Pole";"gm. Legnickie Pole";"legnicki";"dolnośląskie";"500";"504";"210";"290";"1";"0";"0";"0";"0";"0";"0";"0";"0";"290";"0";"0";"290";"13";"1";"12";"0";"277";"127";"40";"110"
"7471-631d-1446-2d51-8156-6c68-207d-0265";"020905";"3";"6";"wieś";"dom pomocy społecznej";"Świetlica Domu Pomocy Społecznej w Legnickim Polu, ul. Benedyktynów 4, 59-241 Legnickie Pole";"gm. Legnickie Pole";"legnicki";"dolnośląskie";"60";"57";"20";"40";"0";"0";"0";"0";"0";"0";"0";"0";"0";"40";"0";"0";"40";"4";"1";"3";"0";"36";"20";"6";"10"
"1732-7202-7e82-1ee6-00ed-890c-9ca4-7e96";"020906";"3";"1";"wieś";"stały";"Świetlica Środowiskowa, Gniewomirowice 32 A, 59-222 Miłkowice";"gm. Miłkowice";"legnicki";"dolnośląskie";"500";"518";"183";"317";"0";"0";"0";"0";"0";"0";"0";"0";"0";"317";"0";"0";"317";"4";"1";"3";"0";"313";"126";"52";"135"
"7067-2ccd-c84f-08f9-673c-287d-a2c3-fd00";"020906";"3";"2";"wieś";"stały";"Świetlica Wiejska przy Remizie Ochotniczej Straży Pożarnej, Grzymalin 50, 59-222 Miłkowice";"gm. Miłkowice";"legnicki";"dolnośląskie";"500";"524";"157";"343";"0";"2";"0";"0";"0";"0";"0";"0";"0";"342";"0";"0";"342";"2";"0";"2";"0";"340";"153";"53";"134"
"a9ea-5072-ebb6-1a8c-655a-200c-b2fd-3753";"020906";"3";"3";"wieś";"stały";"Świetlica Wiejska, Jakuszów 1A, 59-222 Miłkowice";"gm. Miłkowice";"legnicki";"dolnośląskie";"500";"558";"151";"349";"0";"3";"0";"0";"0";"0";"0";"0";"0";"349";"0";"0";"349";"2";"0";"2";"0";"347";"180";"65";"102"
"6f29-1c64-9fa1-9d21-d51b-cc64-6cb0-f83c";"020906";"3";"4";"wieś";"stały";"Szkoła Podstawowa w Miłkowicach, ul. Wojska Polskiego 75, 59-222 Miłkowice";"gm. Miłkowice";"legnicki";"dolnośląskie";"1299";"1433";"503";"796";"0";"1";"0";"0";"0";"0";"0";"0";"0";"796";"0";"1";"795";"10";"3";"7";"0";"785";"392";"129";"264"
"9d5c-bf28-37f5-7217-5c04-7460-151f-815b";"020906";"3";"5";"wieś";"stały";"Świetlica Wiejska, Rzeszotary ul. Wiejska 66, 59-222 Miłkowice";"gm. Miłkowice";"legnicki";"dolnośląskie";"700";"776";"220";"480";"0";"1";"0";"0";"0";"0";"0";"0";"0";"480";"0";"0";"480";"13";"1";"12";"0";"467";"212";"86";"169"
"2554-c3b3-c296-bc0c-79a0-6a96-44d9-f77a";"020906";"3";"6";"wieś";"stały";"Świetlica Środowiskowa, Ulesie 99, 59-222 Miłkowice";"gm. Miłkowice";"legnicki";"dolnośląskie";"500";"548";"190";"310";"0";"0";"0";"0";"0";"0";"0";"0";"0";"310";"0";"0";"310";"7";"1";"6";"0";"303";"157";"63";"83"
"e784-a7ad-b9c2-a179-e85b-4ecc-d7b8-6144";"020906";"3";"7";"wieś";"stały";"Świetlica Wiejska w Gminnym Ośrodku Kultury i Sportu, Siedliska 6, 59-222 Miłkowice";"gm. Miłkowice";"legnicki";"dolnośląskie";"400";"447";"113";"287";"1";"0";"0";"0";"0";"0";"0";"0";"0";"287";"0";"0";"287";"9";"1";"8";"0";"278";"161";"41";"76"
"ba39-e007-8151-2ec0-0d2a-985a-4170-cfda";"020906";"3";"8";"wieś";"stały";"Świetlica Klubu Sportowego ""Iskra"", Kochlice ul. Sportowa 19, 59-222 Miłkowice";"gm. Miłkowice";"legnicki";"dolnośląskie";"400";"387";"129";"271";"0";"3";"0";"0";"0";"0";"0";"0";"0";"270";"0";"0";"270";"5";"5";"0";"0";"265";"124";"96";"45"
"a49d-8b2b-a111-12fd-7fa9-fe65-4fac-8972";"020907";"3";"1";"miasto";"stały";"Szkoła Podstawowa, ul. Młyńska 3, 59-230 Prochowice";"gm. Prochowice";"legnicki";"dolnośląskie";"1100";"1237";"318";"782";"1";"3";"0";"0";"0";"0";"0";"0";"0";"782";"0";"0";"782";"12";"2";"10";"0";"770";"303";"126";"341"
"b15c-19d7-8fa2-05e4-39a0-63e2-af5c-66f4";"020907";"3";"2";"miasto";"stały";"Prochowicki Ośrodek Kultury i Sportu, ul. Karola Miarki 5, 59-230 Prochowice";"gm. Prochowice";"legnicki";"dolnośląskie";"1100";"1242";"429";"671";"1";"1";"0";"0";"0";"0";"0";"0";"0";"671";"0";"0";"671";"17";"2";"15";"0";"654";"367";"86";"201"
"be4e-245e-bc98-fa69-ab39-055d-38dd-f4a4";"020907";"3";"3";"miasto";"stały";"Przychodnia Rejonowa, ul. Antoniego Rymszy 3, 59-230 Prochowice";"gm. Prochowice";"legnicki";"dolnośląskie";"696";"734";"257";"439";"1";"0";"0";"0";"0";"0";"0";"0";"0";"439";"0";"0";"439";"8";"2";"6";"0";"431";"164";"77";"190"
"c05d-1c96-85af-b459-dfaf-af57-2657-e5c1";"020907";"3";"4";"wieś";"stały";"Świetlica Wiejska, Rogów Legnicki 26, 59-230 Prochowice";"gm. Prochowice";"legnicki";"dolnośląskie";"796";"906";"278";"518";"0";"1";"0";"0";"0";"0";"0";"0";"0";"518";"0";"0";"518";"15";"0";"15";"0";"503";"233";"83";"187"
"5986-b101-b22a-321a-2c27-5a5d-4ef3-ca22";"020907";"3";"5";"wieś";"stały";"Szkoła Podstawowa, Dąbie 5a, 59-230 Prochowice";"gm. Prochowice";"legnicki";"dolnośląskie";"600";"610";"312";"288";"0";"0";"0";"0";"0";"0";"0";"0";"0";"288";"0";"0";"288";"11";"3";"8";"0";"277";"165";"39";"73"
"304f-a3c5-6fe5-d34c-c89c-573b-3e87-acc5";"020907";"3";"6";"wieś";"stały";"Świetlica Wiejska, Lisowice 90b, 59-230 Prochowice";"gm. Prochowice";"legnicki";"dolnośląskie";"1000";"1120";"352";"648";"0";"1";"0";"0";"0";"0";"0";"0";"0";"648";"0";"0";"648";"18";"3";"15";"0";"630";"364";"110";"156"
"635b-6a06-bab7-cb3a-436c-2b13-9230-0da2";"020908";"3";"1";"wieś";"stały";"Świetlica wiejska w Wągrodnie, Wągrodno 59, 59-243 Ruja";"gm. Ruja";"legnicki";"dolnośląskie";"800";"859";"392";"408";"1";"3";"0";"0";"0";"0";"0";"0";"0";"406";"0";"0";"406";"9";"5";"4";"0";"397";"211";"56";"130"
"f292-116f-bf26-5a20-7d5d-7002-3ca4-b7c7";"020908";"3";"2";"wieś";"stały";"Szkoła Podstawowa w Wągrodnie, Budynek C, Ruja 60 - 61, 59-243 Ruja";"gm. Ruja";"legnicki";"dolnośląskie";"1100";"1093";"590";"510";"2";"0";"0";"0";"0";"0";"0";"0";"0";"510";"0";"0";"510";"6";"0";"6";"0";"504";"326";"48";"130"
"a8a0-dc16-3d99-8e92-31f1-b29b-f1e3-09b3";"020908";"3";"3";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej dla Dorosłych ""Prząśnik"" w Brenniku, Brennik 24, 59-243 Ruja";"gm. Ruja";"legnicki";"dolnośląskie";"90";"82";"56";"34";"0";"0";"0";"0";"0";"0";"0";"0";"0";"34";"0";"0";"34";"2";"1";"1";"0";"32";"20";"6";"6"
"8544-b9fd-ede7-69a4-3460-d8d3-284c-4dcd";"021101";"3";"1";"miasto";"stały";"Przedszkole Miejskie nr 9 z Oddziałami Integracyjnymi, ul. Szkolna 23, 59-300 Lubin";"m. Lubin";"lubiński";"dolnośląskie";"800";"867";"297";"503";"0";"1";"0";"0";"0";"0";"0";"0";"0";"503";"0";"0";"503";"20";"3";"17";"0";"483";"225";"113";"145"
"1cec-bdb9-b7b7-b5aa-29d6-ed1c-45c4-4bbb";"021101";"3";"2";"miasto";"stały";"Szkoła Podstawowa nr 5, ul. Jana Kilińskiego 12, 59-300 Lubin";"m. Lubin";"lubiński";"dolnośląskie";"1300";"1503";"419";"881";"0";"2";"0";"0";"0";"0";"0";"0";"0";"881";"0";"0";"881";"18";"1";"17";"0";"863";"331";"256";"276"
"d5e5-5743-f108-02bb-f52b-3cb3-a174-ec23";"021101";"3";"3";"miasto";"stały";"Salezjańska Szkoła Podstawowa, ul. Szkolna 25, 59-300 Lubin";"m. Lubin";"lubiński";"dolnośląskie";"1201";"1330";"535";"666";"0";"4";"0";"0";"0";"0";"0";"0";"0";"666";"0";"0";"666";"21";"0";"21";"0";"645";"333";"175";"137"
"2293-c13d-1581-b122-220e-0185-dc02-4cc7";"021101";"3";"4";"miasto";"stały";"Salezjańska Szkoła Podstawowa, ul. Szkolna 25, 59-300 Lubin";"m. Lubin";"lubiński";"dolnośląskie";"1400";"1450";"645";"755";"3";"2";"0";"0";"0";"0";"0";"0";"0";"754";"0";"0";"754";"14";"3";"11";"0";"740";"365";"204";"171"
"8aaf-e571-c97b-a905-a855-0464-380a-59f1";"021101";"3";"5";"miasto";"stały";"Zespół Szkół i Placówek Oświatowych, ul. Składowa 3, 59-300 Lubin";"m. Lubin";"lubiński";"dolnośląskie";"1000";"1048";"410";"590";"0";"7";"0";"0";"0";"0";"0";"0";"0";"590";"0";"0";"590";"16";"0";"16";"0";"574";"275";"166";"133"
"a5a6-dd5b-d258-ad79-1240-4011-f0ce-794a";"021101";"3";"6";"miasto";"stały";"Żłobek nr 2, ul. Cedyńska 13, 59-300 Lubin";"m. Lubin";"lubiński";"dolnośląskie";"800";"882";"287";"513";"3";"1";"0";"0";"0";"0";"0";"0";"0";"513";"0";"0";"513";"7";"3";"4";"0";"506";"243";"144";"119"
"4c6c-a6a2-57a8-ba8e-abfc-8ca7-fb35-0a70";"021101";"3";"7";"miasto";"stały";"Przedszkole Miejskie nr 3, ul. Jana Kilińskiego 35, 59-300 Lubin";"m. Lubin";"lubiński";"dolnośląskie";"1200";"1261";"477";"723";"0";"2";"1";"1";"0";"0";"0";"0";"1";"724";"1";"0";"724";"10";"3";"7";"0";"714";"333";"207";"174"
"4581-8fa8-fea0-6a06-f07f-9d72-66fd-9325";"021101";"3";"8";"miasto";"stały";"Przedszkole Miejskie nr 4, ul. Tadeusza Kościuszki 10, 59-300 Lubin";"m. Lubin";"lubiński";"dolnośląskie";"1100";"1201";"324";"776";"1";"3";"0";"0";"0";"0";"0";"0";"0";"776";"0";"0";"776";"19";"11";"8";"0";"757";"414";"170";"173"
"49a4-75f0-df0f-8e9a-2041-ef33-048f-1b97";"021101";"3";"9";"miasto";"stały";"II Liceum Ogólnokształcące, Aleja Niepodległości 31, 59-300 Lubin";"m. Lubin";"lubiński";"dolnośląskie";"1200";"1254";"553";"647";"2";"3";"0";"0";"0";"0";"0";"0";"0";"647";"0";"0";"647";"14";"6";"8";"0";"633";"255";"166";"212"
"4e1a-0370-2cbf-9bc7-cf9a-96dd-ecc7-aa56";"021101";"3";"10";"miasto";"stały";"Szkoła Podstawowa nr 1 z Oddziałami Integracyjnymi, ul. Marii Skłodowskiej-Curie 4, 59-300 Lubin";"m. Lubin";"lubiński";"dolnośląskie";"1302";"1394";"433";"869";"4";"2";"0";"0";"0";"0";"0";"0";"0";"869";"0";"0";"869";"17";"4";"13";"0";"852";"393";"222";"237"
"9bb3-66d6-e6c4-c117-5ece-e316-b53f-c536";"021101";"3";"11";"miasto";"stały";"I Liceum Ogólnokształcące, ul. Mikołaja Kopernika 7, 59-300 Lubin";"m. Lubin";"lubiński";"dolnośląskie";"1100";"1146";"438";"662";"0";"2";"0";"0";"0";"0";"0";"0";"0";"662";"0";"0";"662";"11";"3";"8";"0";"651";"294";"182";"175"
"c79a-c6bc-7d83-9e9a-1232-2810-575d-a0fb";"021101";"3";"12";"miasto";"stały";"I Liceum Ogólnokształcące, ul. Mikołaja Kopernika 7, 59-300 Lubin";"m. Lubin";"lubiński";"dolnośląskie";"1300";"1452";"495";"805";"0";"0";"0";"0";"0";"0";"0";"0";"0";"804";"0";"0";"804";"20";"0";"20";"0";"784";"329";"242";"213"
"c00d-e1c0-50bc-54f4-dff8-f0ab-10f9-208c";"021101";"3";"13";"miasto";"stały";"Przedszkole Miejskie nr 6, ul. Łużycka 6, 59-300 Lubin";"m. Lubin";"lubiński";"dolnośląskie";"1100";"1218";"398";"702";"0";"0";"0";"0";"0";"0";"0";"0";"0";"702";"0";"0";"702";"11";"1";"10";"0";"691";"330";"175";"186"
"8950-7c04-76ee-9195-fb6f-53d9-6b51-cf9b";"021101";"3";"14";"miasto";"stały";"Szkoła Podstawowa nr 7 Szkoła Sportowa, ul. Sybiraków 11, 59-300 Lubin";"m. Lubin";"lubiński";"dolnośląskie";"1300";"1355";"481";"819";"0";"4";"0";"0";"0";"0";"0";"0";"0";"819";"0";"0";"819";"24";"5";"19";"0";"795";"340";"209";"246"
"5720-460e-bed7-89fc-548b-5cd7-e969-a999";"021101";"3";"15";"miasto";"stały";"Ośrodek Opiekuńczo-Rehabilitacyjny, ul. Jastrzębia 1, 59-300 Lubin";"m. Lubin";"lubiński";"dolnośląskie";"1300";"1444";"421";"879";"2";"7";"0";"0";"0";"0";"0";"0";"0";"877";"0";"0";"877";"12";"5";"7";"0";"865";"347";"221";"297"
"1700-7b0f-aa59-5e73-993a-ab7b-038d-e686";"021101";"3";"16";"miasto";"stały";"Przedszkole Miejskie nr 12, ul. Jastrzębia 2, 59-300 Lubin";"m. Lubin";"lubiński";"dolnośląskie";"1300";"1407";"426";"874";"3";"2";"0";"0";"0";"0";"0";"0";"0";"873";"0";"0";"873";"32";"4";"28";"0";"841";"367";"202";"272"
"7302-5f89-6136-0b62-82e8-e8eb-d833-9e6b";"021101";"3";"17";"miasto";"stały";"Szkoła Podstawowa nr 9, ul. Legnicka 1, 59-300 Lubin";"m. Lubin";"lubiński";"dolnośląskie";"1000";"1062";"346";"654";"0";"4";"0";"0";"0";"0";"0";"0";"0";"654";"0";"0";"654";"9";"3";"6";"0";"645";"272";"167";"206"
"6752-58c9-cd9e-91a1-d4fc-73d1-2b44-c318";"021101";"3";"18";"miasto";"stały";"Szkoła Podstawowa nr 9, ul. Legnicka 1, 59-300 Lubin";"m. Lubin";"lubiński";"dolnośląskie";"1300";"1389";"358";"942";"0";"4";"1";"1";"0";"0";"0";"0";"1";"943";"1";"0";"943";"22";"2";"20";"0";"921";"430";"254";"237"
"4612-d207-6ac3-778b-6149-334b-b989-0529";"021101";"3";"19";"miasto";"stały";"Szkoła Podstawowa nr 10, ul. Prymasa Polski Stefana Wyszyńskiego 3, 59-300 Lubin";"m. Lubin";"lubiński";"dolnośląskie";"1000";"1089";"323";"677";"0";"3";"0";"0";"0";"0";"0";"0";"0";"677";"0";"0";"677";"10";"2";"8";"0";"667";"280";"157";"230"
"248d-75dd-08bf-f5b0-b1af-4472-854f-44f3";"021101";"3";"20";"miasto";"stały";"Szkoła Podstawowa nr 12, ul. Szpakowa 2, 59-300 Lubin";"m. Lubin";"lubiński";"dolnośląskie";"1000";"1036";"357";"643";"1";"0";"0";"0";"0";"0";"0";"0";"0";"643";"0";"0";"643";"10";"2";"8";"0";"633";"272";"174";"187"
"45fe-21bd-c033-0fef-c3c0-a129-40cf-c93b";"021101";"3";"21";"miasto";"stały";"Przedszkole Miejskie nr 15, ul. Orla 75, 59-300 Lubin";"m. Lubin";"lubiński";"dolnośląskie";"1100";"1137";"341";"759";"1";"0";"0";"0";"0";"0";"0";"0";"0";"759";"0";"0";"759";"12";"4";"8";"0";"747";"320";"189";"238"
"6c6d-9e92-6390-7eee-d516-d1b7-8f66-4218";"021101";"3";"22";"miasto";"stały";"Żłobek nr 3, ul. Orla 47a, 59-300 Lubin";"m. Lubin";"lubiński";"dolnośląskie";"1300";"1477";"170";"1130";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1130";"0";"0";"1130";"9";"1";"8";"0";"1121";"434";"343";"344"
"5297-da64-97cd-52df-79a7-53eb-aa7b-01c0";"021101";"3";"23";"miasto";"stały";"Zespół Szkół nr 2, ul. Szpakowa 1, 59-300 Lubin";"m. Lubin";"lubiński";"dolnośląskie";"1000";"1081";"307";"693";"1";"1";"0";"0";"0";"0";"0";"0";"0";"693";"0";"0";"693";"16";"4";"12";"0";"677";"321";"172";"184"
"115b-56d8-29ea-65b4-b8d4-d020-b46c-3410";"021101";"3";"24";"miasto";"stały";"Zespół Szkół nr 2, ul. Szpakowa 1, 59-300 Lubin";"m. Lubin";"lubiński";"dolnośląskie";"898";"979";"258";"640";"0";"1";"0";"0";"0";"0";"0";"0";"0";"640";"0";"0";"640";"14";"6";"8";"0";"626";"282";"175";"169"
"6839-4202-bb7c-e62d-9c47-7207-ae3a-f1a5";"021101";"3";"25";"miasto";"stały";"Przedszkole Miejskie nr 14, ul. Sokola 44, 59-300 Lubin";"m. Lubin";"lubiński";"dolnośląskie";"1500";"1616";"359";"1141";"2";"4";"0";"0";"0";"0";"0";"0";"0";"1141";"0";"0";"1141";"20";"5";"15";"0";"1121";"458";"287";"376"
"2c3c-8af8-f7f1-942c-dda3-2576-a7e8-a1e4";"021101";"3";"26";"miasto";"stały";"Przedszkole Miejskie nr 14, ul. Sokola 44, 59-300 Lubin";"m. Lubin";"lubiński";"dolnośląskie";"1202";"1305";"366";"836";"0";"1";"0";"0";"0";"0";"0";"0";"0";"836";"0";"0";"836";"18";"7";"11";"0";"818";"367";"204";"247"
"f891-46d3-4396-b297-9267-4229-1be6-7fe5";"021101";"3";"27";"miasto";"stały";"oddziały zamiejscowe Przedszkola Miejskiego nr 14, ul. Sowia 7, 59-300 Lubin";"m. Lubin";"lubiński";"dolnośląskie";"1100";"1188";"250";"850";"0";"3";"0";"0";"0";"0";"0";"0";"0";"849";"0";"0";"849";"12";"6";"6";"0";"837";"345";"197";"295"
"692d-786c-34d6-a54a-a826-b146-355e-f8f1";"021101";"3";"28";"miasto";"stały";"oddziały zamiejscowe Przedszkola Miejskiego nr 14, ul. Sowia 7, 59-300 Lubin";"m. Lubin";"lubiński";"dolnośląskie";"1200";"1264";"366";"834";"2";"3";"0";"0";"0";"0";"0";"0";"0";"834";"0";"0";"834";"20";"9";"11";"0";"814";"291";"218";"305"
"6e86-1233-5448-6bbe-9215-a360-dcfb-4adc";"021101";"3";"29";"miasto";"stały";"Szkoła Podstawowa, Krzeczyn Wielki 9, 59-311 Lubin";"m. Lubin";"lubiński";"dolnośląskie";"698";"725";"156";"542";"0";"3";"0";"0";"0";"0";"0";"0";"0";"542";"0";"0";"542";"9";"3";"6";"0";"533";"234";"144";"155"
"58fe-69bf-71ac-5451-8988-8b1e-4228-76cb";"021101";"3";"30";"miasto";"stały";"Przedszkole nr 10 z Oddziałami Integracyjnymi, ul. II Brygady Legionów 21, 59-300 Lubin";"m. Lubin";"lubiński";"dolnośląskie";"700";"844";"65";"635";"0";"0";"0";"0";"0";"0";"0";"0";"0";"635";"0";"0";"635";"5";"3";"2";"0";"630";"228";"205";"197"
"17f4-9b6a-b5be-9955-89af-103d-eefb-f38e";"021101";"3";"31";"miasto";"stały";"Szkoła Podstawowa nr 8, ul. Parkowa 2, 59-300 Lubin";"m. Lubin";"lubiński";"dolnośląskie";"1100";"1183";"314";"786";"0";"5";"0";"0";"0";"0";"0";"0";"0";"785";"0";"0";"785";"5";"1";"4";"0";"780";"317";"211";"252"
"ffe5-fcda-b6a7-436d-1b96-90de-cdd7-ea24";"021101";"3";"32";"miasto";"stały";"Szkoła Podstawowa nr 8, ul. Parkowa 2, 59-300 Lubin";"m. Lubin";"lubiński";"dolnośląskie";"1000";"1026";"342";"658";"0";"4";"0";"0";"0";"0";"0";"0";"0";"658";"0";"0";"658";"13";"3";"10";"0";"645";"304";"156";"185"
