"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Jan AUGUSTYN";"Adam Stanisław SZEJNFELD";"Jolanta Małgorzata TURCZYNOWICZ-KIERYŁŁO"
"caaf-f52a-208e-dfd6-2932-e536-66c4-9ff0";"300204";"88";"4";"wieś";"stały";"Szkoła Podstawowa, Kuźnica Żelichowska 33, 64-761 Krzyż Wielkopolski";"gm. Krzyż Wielkopolski";"czarnkowsko-trzcianecki";"wielkopolskie";"428";"480";"195";"233";"0";"7";"0";"0";"0";"0";"0";"0";"0";"233";"0";"0";"233";"7";"1";"6";"0";"226";"19";"87";"120"
"3cfc-217b-3b26-1973-afa0-00a8-2dd6-ec22";"300204";"88";"5";"wieś";"stały";"Sala Wiejska, Huta Szklana 73, 64-761 Krzyż Wielkopolski";"gm. Krzyż Wielkopolski";"czarnkowsko-trzcianecki";"wielkopolskie";"520";"574";"262";"258";"0";"2";"0";"0";"0";"0";"0";"0";"0";"258";"0";"0";"258";"6";"4";"2";"0";"252";"35";"98";"119"
"d603-4ce2-7f3f-dbd7-a20e-fa8d-a790-b991";"300205";"88";"1";"wieś";"stały";"Publiczna Szkoła Podstawowa, ul. Szkolna 6, 64-720 Lubasz";"gm. Lubasz";"czarnkowsko-trzcianecki";"wielkopolskie";"1145";"1230";"410";"735";"0";"4";"0";"0";"0";"0";"0";"0";"0";"735";"0";"0";"735";"19";"7";"12";"0";"716";"128";"295";"293"
"cb6e-c86d-5755-3ddd-e393-68ad-7535-a282";"300205";"88";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa, ul. Szkolna 6, 64-720 Lubasz";"gm. Lubasz";"czarnkowsko-trzcianecki";"wielkopolskie";"1099";"1182";"286";"813";"0";"0";"0";"0";"0";"0";"0";"0";"0";"813";"0";"0";"813";"26";"9";"17";"0";"787";"150";"359";"278"
"0a93-7ff4-ac25-3ad1-b9bd-752e-0138-6cfb";"300205";"88";"3";"wieś";"stały";"Spółdzielnia Produkcji Rolnej, Sławno 1, 64-720 Lubasz";"gm. Lubasz";"czarnkowsko-trzcianecki";"wielkopolskie";"790";"856";"333";"457";"0";"0";"0";"0";"0";"0";"0";"0";"0";"456";"0";"0";"456";"14";"1";"13";"0";"442";"80";"178";"184"
"8010-80bb-6a1f-02f5-f259-2a65-1ea8-91a3";"300205";"88";"4";"wieś";"stały";"Publiczna Szkoła Podstawowa, Miłkowo 11, 64-720 Lubasz";"gm. Lubasz";"czarnkowsko-trzcianecki";"wielkopolskie";"612";"664";"220";"392";"0";"4";"0";"0";"0";"0";"0";"0";"0";"392";"0";"0";"392";"7";"1";"6";"0";"385";"77";"174";"134"
"243c-7fd2-4a17-be11-117e-e49c-bc19-3dca";"300205";"88";"5";"wieś";"stały";"Publiczna Szkoła Podstawowa, Krucz 62, 64-720 Lubasz";"gm. Lubasz";"czarnkowsko-trzcianecki";"wielkopolskie";"592";"648";"233";"359";"0";"0";"0";"0";"0";"0";"0";"0";"0";"359";"0";"0";"359";"9";"1";"8";"0";"350";"84";"125";"141"
"fb12-ded7-4ac0-4fa7-2895-2a3f-4826-acb3";"300205";"88";"6";"wieś";"stały";"Publiczna Szkoła Podstawowa, ul. Podgórna 8A, 64-720 Lubasz";"gm. Lubasz";"czarnkowsko-trzcianecki";"wielkopolskie";"1152";"1246";"447";"705";"0";"2";"0";"0";"0";"0";"0";"0";"0";"705";"0";"0";"705";"18";"5";"13";"0";"687";"124";"327";"236"
"7895-7d79-9dcc-8f8a-f505-8e96-f922-758b";"300206";"88";"1";"wieś";"stały";"Szkoła Podstawowa im. Arkadego Fiedlera, ul. Leśna 1, 64-710 Połajewo";"gm. Połajewo";"czarnkowsko-trzcianecki";"wielkopolskie";"1821";"1983";"644";"1176";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1176";"0";"0";"1176";"41";"8";"33";"0";"1135";"153";"494";"488"
"ffe4-1821-1269-db83-de3a-cc57-00c9-f6e2";"300206";"88";"2";"wieś";"stały";"Gminny Ośrodek Kultury, ul. Obornicka 1, 64-710 Połajewo";"gm. Połajewo";"czarnkowsko-trzcianecki";"wielkopolskie";"647";"712";"282";"365";"0";"1";"0";"0";"0";"0";"0";"0";"0";"365";"0";"0";"365";"8";"2";"6";"0";"357";"41";"122";"194"
"4113-46c6-35b5-7332-52b8-8d65-cbeb-d4eb";"300206";"88";"3";"wieś";"stały";"Szkoła Podstawowa im. Kornela Makuszyńskiego, Boruszyn 25, 64-710 Połajewo";"gm. Połajewo";"czarnkowsko-trzcianecki";"wielkopolskie";"1338";"1473";"593";"745";"0";"0";"0";"0";"0";"0";"0";"0";"0";"745";"0";"0";"745";"15";"8";"7";"0";"730";"106";"304";"320"
"f5c9-b0a2-0b2e-a567-1ab7-11d6-822d-f119";"300206";"88";"4";"wieś";"stały";"Szkoła Podstawowa im. Jana Pawła II, Młynkowo 109, 64-710 Połajewo";"gm. Połajewo";"czarnkowsko-trzcianecki";"wielkopolskie";"578";"646";"202";"376";"0";"0";"0";"0";"0";"0";"0";"0";"0";"376";"0";"0";"376";"8";"2";"6";"0";"368";"54";"135";"179"
"7bb8-5a8e-e165-0327-2004-16eb-81d0-d29d";"300207";"88";"1";"miasto";"stały";"Zespół Szkół Technicznych w Trzciance, ul. 27 Stycznia 100, 64-980 Trzcianka";"gm. Trzcianka";"czarnkowsko-trzcianecki";"wielkopolskie";"2161";"2334";"741";"1420";"5";"6";"0";"0";"0";"0";"0";"0";"0";"1420";"0";"0";"1420";"34";"8";"26";"0";"1386";"251";"702";"433"
"8653-efa4-c846-1371-ae15-1f73-66a9-3f99";"300207";"88";"2";"miasto";"stały";"Szkoła Podstawowa Nr 2 w Trzciance, ul. Fryderyka Chopina 36, 64-980 Trzcianka";"gm. Trzcianka";"czarnkowsko-trzcianecki";"wielkopolskie";"1988";"2163";"698";"1290";"0";"10";"0";"0";"0";"0";"0";"0";"0";"1290";"0";"0";"1290";"46";"8";"38";"0";"1244";"186";"629";"429"
"a1b0-96cd-703a-c805-49de-a7b2-092e-0347";"300207";"88";"3";"miasto";"stały";"Szkoła Podstawowa Nr 1 w Trzciance, ul. Staszica 6, 64-980 Trzcianka";"gm. Trzcianka";"czarnkowsko-trzcianecki";"wielkopolskie";"1831";"1974";"522";"1309";"3";"3";"0";"0";"0";"0";"0";"0";"0";"1307";"0";"0";"1307";"41";"5";"36";"0";"1266";"273";"649";"344"
"acba-bf96-0441-9109-5934-52b4-8ae3-d116";"300207";"88";"4";"miasto";"stały";"Szkoła Podstawowa Nr 3 w Trzciance, ul. Broniewskiego 2, 64-980 Trzcianka";"gm. Trzcianka";"czarnkowsko-trzcianecki";"wielkopolskie";"1993";"2184";"725";"1268";"4";"8";"0";"0";"0";"0";"0";"0";"0";"1268";"0";"0";"1268";"29";"11";"18";"0";"1239";"253";"587";"399"
"7be0-8690-40de-d037-7bda-4ba6-e85a-dcf1";"300207";"88";"5";"miasto";"stały";"Miejsko Gminny Ośrodek Pomocy Społecznej w Trzciance, os. Juliusza Słowackiego 24, 64-980 Trzcianka";"gm. Trzcianka";"czarnkowsko-trzcianecki";"wielkopolskie";"2072";"2234";"559";"1513";"3";"14";"0";"0";"0";"0";"0";"0";"0";"1513";"0";"0";"1513";"36";"7";"29";"0";"1477";"265";"713";"499"
"a08b-aae3-b44f-5717-2303-f753-fe45-8293";"300207";"88";"6";"miasto";"stały";"Liceum Ogólnokształcące w Trzciance, ul. Stefana Żeromskiego 28, 64-980 Trzcianka";"gm. Trzcianka";"czarnkowsko-trzcianecki";"wielkopolskie";"1861";"2033";"633";"1228";"3";"16";"1";"1";"0";"0";"0";"0";"1";"1229";"1";"0";"1229";"34";"13";"21";"0";"1195";"252";"534";"409"
"654f-99fb-b726-10bd-bfbc-3850-4569-ee21";"300207";"88";"7";"wieś";"stały";"Szkoła Podstawowa w Łomnicy, Łomnica 7, 64-980 Trzcianka";"gm. Trzcianka";"czarnkowsko-trzcianecki";"wielkopolskie";"1010";"1128";"442";"568";"1";"4";"0";"0";"0";"0";"0";"0";"0";"568";"0";"0";"568";"11";"4";"7";"0";"557";"101";"207";"249"
"65e5-cf11-ceb7-6457-1ae4-5f5c-8979-67b0";"300207";"88";"8";"wieś";"stały";"Szkoła Podstawowa w Białej, Biała ul. Radolińska 9, 64-980 Trzcianka";"gm. Trzcianka";"czarnkowsko-trzcianecki";"wielkopolskie";"1307";"1426";"545";"762";"0";"4";"0";"0";"0";"0";"0";"0";"0";"762";"0";"0";"762";"18";"3";"15";"0";"744";"145";"309";"290"
"df41-0aee-187c-ed60-6fec-60ff-d86c-4e7f";"300207";"88";"9";"wieś";"stały";"Szkoła Podstawowa w Siedlisku, Siedlisko 160, 64-980 Trzcianka";"gm. Trzcianka";"czarnkowsko-trzcianecki";"wielkopolskie";"670";"726";"344";"326";"0";"6";"0";"0";"0";"0";"0";"0";"0";"326";"0";"0";"326";"14";"0";"14";"0";"312";"60";"150";"102"
"6541-7535-615a-7d90-ab2c-d53d-1542-a1a0";"300207";"88";"10";"wieś";"stały";"Biblioteka Publiczna i Centrum Kultury w Trzciance Filia w Nowej Wsi, Nowa Wieś 37, 64-980 Trzcianka";"gm. Trzcianka";"czarnkowsko-trzcianecki";"wielkopolskie";"545";"601";"233";"312";"0";"4";"0";"0";"0";"0";"0";"0";"0";"312";"0";"0";"312";"7";"7";"0";"0";"305";"59";"99";"147"
"27ee-3528-56a4-041b-7de9-9596-b4fc-04fd";"300207";"88";"11";"wieś";"stały";"Szkoła Podstawowa w Przyłękach, Przyłęki 38, 64-980 Trzcianka";"gm. Trzcianka";"czarnkowsko-trzcianecki";"wielkopolskie";"455";"487";"200";"255";"0";"0";"0";"0";"0";"0";"0";"0";"0";"255";"0";"0";"255";"8";"4";"4";"0";"247";"36";"86";"125"
"1267-fec7-964a-6f17-5758-d6bf-301e-5003";"300207";"88";"12";"wieś";"stały";"Szkoła Podstawowa w Rychliku, Rychlik 16, 64-980 Trzcianka";"gm. Trzcianka";"czarnkowsko-trzcianecki";"wielkopolskie";"595";"654";"216";"379";"0";"0";"0";"0";"0";"0";"0";"0";"0";"379";"0";"0";"379";"10";"3";"7";"0";"369";"58";"198";"113"
"9e15-fd76-8643-773a-3b39-3417-1343-8170";"300207";"88";"13";"wieś";"stały";"Biblioteka Publiczna i Centrum Kultury w Trzciance Filia w Niekursku, Niekursko ul. Szkolna 2, 64-980 Trzcianka";"gm. Trzcianka";"czarnkowsko-trzcianecki";"wielkopolskie";"386";"420";"182";"204";"0";"0";"0";"0";"0";"0";"0";"0";"0";"204";"0";"0";"204";"1";"0";"1";"0";"203";"31";"118";"54"
"42b4-c224-7694-768b-a45d-4e1f-1832-98fb";"300207";"88";"14";"miasto";"zakład leczniczy";"Szpital Powiatowy im. Jana Pawła II w Trzciance, ul. gen. Władysława Sikorskiego 9, 64-980 Trzcianka";"gm. Trzcianka";"czarnkowsko-trzcianecki";"wielkopolskie";"70";"61";"26";"44";"0";"0";"0";"0";"0";"0";"0";"0";"0";"44";"0";"0";"44";"1";"0";"1";"0";"43";"8";"18";"17"
"fb18-8ea9-4ca6-621e-3c94-acd1-92ba-e745";"300208";"88";"1";"miasto";"stały";"Szkoła Podstawowa Nr 1 w Wieleniu, ul. Szkolna 4, 64-730 Wieleń";"gm. Wieleń";"czarnkowsko-trzcianecki";"wielkopolskie";"1446";"1578";"605";"841";"0";"3";"0";"0";"0";"0";"0";"0";"0";"841";"0";"0";"841";"18";"3";"15";"0";"823";"131";"318";"374"
"a6e7-0c68-727d-8af4-f4e0-2d29-9691-80c2";"300208";"88";"2";"wieś";"stały";"Zamiejscowy Oddział Przedszkolny Szkoły Podstawowej w Rosku z siedzibą we Wrzeszczynie, Wrzeszczyna ul. 4 Lutego 13, 64-730 Wieleń";"gm. Wieleń";"czarnkowsko-trzcianecki";"wielkopolskie";"392";"426";"159";"233";"0";"2";"0";"0";"0";"0";"0";"0";"0";"233";"0";"0";"233";"7";"2";"5";"0";"226";"28";"59";"139"
"54fd-6d38-a03b-08f1-3a22-885c-4c76-45c2";"300208";"88";"3";"miasto";"stały";"Ośrodek Kultury ""Strzelnica"" w Wieleniu, ul. Dworcowa 1, 64-730 Wieleń";"gm. Wieleń";"czarnkowsko-trzcianecki";"wielkopolskie";"1825";"1997";"564";"1261";"3";"4";"0";"0";"0";"0";"0";"0";"0";"1261";"0";"0";"1261";"27";"1";"26";"0";"1234";"203";"538";"493"
"a265-b1c8-3e30-409a-e303-a86e-d554-ed36";"300208";"88";"4";"miasto";"stały";"Szkoła Podstawowa nr 2 w Wieleniu, ul. Jana Pawła II 3, 64-730 Wieleń";"gm. Wieleń";"czarnkowsko-trzcianecki";"wielkopolskie";"1104";"1191";"502";"602";"0";"6";"0";"0";"0";"0";"0";"0";"0";"602";"0";"0";"602";"11";"0";"11";"0";"591";"93";"255";"243"
"a2fd-f707-436b-e2c2-72d5-52bd-9287-2c97";"300208";"88";"5";"wieś";"stały";"Szkoła Podstawowa w Rosku, Rosko ul. Powstańców Wlkp. 15, 64-730 Wieleń";"gm. Wieleń";"czarnkowsko-trzcianecki";"wielkopolskie";"939";"1039";"378";"561";"0";"4";"0";"0";"0";"0";"0";"0";"0";"561";"0";"0";"561";"28";"5";"23";"0";"533";"101";"262";"170"
"e7cd-1d69-9119-e4d5-a546-4fe1-a7ff-3a54";"300208";"88";"6";"wieś";"stały";"Szkoła Podstawowa w Dzierżążnie Wielkim, Dzierżążno Wielkie 24, 64-730 Wieleń";"gm. Wieleń";"czarnkowsko-trzcianecki";"wielkopolskie";"870";"959";"478";"392";"0";"6";"0";"0";"0";"0";"0";"0";"0";"392";"0";"0";"392";"5";"5";"0";"0";"387";"61";"145";"181"
"3a31-8194-e6f5-f9f1-c1d8-a3c2-4667-143b";"300208";"88";"7";"wieś";"stały";"Świetlica wiejska w Folsztynie, Folsztyn 41A, 64-730 Wieleń";"gm. Wieleń";"czarnkowsko-trzcianecki";"wielkopolskie";"707";"778";"327";"380";"0";"0";"0";"0";"0";"0";"0";"0";"0";"380";"0";"0";"380";"12";"0";"12";"0";"368";"79";"142";"147"
"4cce-64b2-529a-2fb3-7524-17df-a860-3cc1";"300208";"88";"8";"wieś";"stały";"Szkoła Podstawowa w Gulczu, Gulcz ul. Czarnkowska 10, 64-730 Wieleń";"gm. Wieleń";"czarnkowsko-trzcianecki";"wielkopolskie";"640";"716";"282";"358";"0";"3";"0";"0";"0";"0";"0";"0";"0";"358";"0";"0";"358";"14";"0";"14";"0";"344";"60";"147";"137"
"c1ea-afeb-88b6-4354-fbc7-55c1-338e-817a";"300208";"88";"9";"wieś";"stały";"Szkoła Podstawowa w Miałach, Miały ul. Powstańców Wlkp. 13, 64-730 Wieleń";"gm. Wieleń";"czarnkowsko-trzcianecki";"wielkopolskie";"694";"770";"265";"429";"0";"8";"0";"0";"0";"0";"0";"0";"0";"428";"0";"0";"428";"16";"4";"12";"0";"412";"71";"161";"180"
"acba-8ec9-97bb-cb5a-99b3-1573-0ba1-948e";"300208";"88";"10";"miasto";"dom pomocy społecznej";"Zespół Domów Pomocy Społecznej, ul. Stanisława Staszica 2, 64-730 Wieleń";"gm. Wieleń";"czarnkowsko-trzcianecki";"wielkopolskie";"150";"151";"43";"107";"0";"0";"0";"0";"0";"0";"0";"0";"0";"107";"0";"0";"107";"4";"4";"0";"0";"103";"6";"6";"91"
"be97-2fa7-fea5-c865-a127-aa44-47ee-7898";"301901";"88";"1";"miasto";"stały";"Szkoła Podstawowa Nr 5 im. Dzieci Polskich, al. Niepodległości 18, 64-920 Piła";"m. Piła";"pilski";"wielkopolskie";"2524";"2775";"869";"1656";"6";"17";"0";"0";"0";"0";"0";"0";"0";"1654";"0";"0";"1654";"47";"20";"27";"0";"1607";"272";"781";"554"
"0019-f62b-7a4c-6fdf-f496-7571-6966-7dad";"301901";"88";"2";"miasto";"stały";"Szkoła Podstawowa nr 5 im. Dzieci Polskich, ul. Kujawska 18, 64-920 Piła";"m. Piła";"pilski";"wielkopolskie";"2708";"2964";"953";"1755";"4";"10";"1";"1";"0";"0";"0";"0";"1";"1756";"1";"0";"1756";"52";"6";"46";"0";"1704";"262";"811";"631"
"b5fb-b70c-edec-4c05-d835-f6d5-2d53-3d86";"301901";"88";"3";"miasto";"stały";"I Liceum Ogólnokształcące im. Marii Skłodowskiej-Curie, ul. Wincentego Pola 11, 64-920 Piła";"m. Piła";"pilski";"wielkopolskie";"2479";"2719";"846";"1633";"2";"11";"0";"0";"0";"0";"0";"0";"0";"1633";"0";"0";"1633";"55";"20";"35";"0";"1578";"272";"642";"664"
"2238-e9a0-6e29-c2a5-256a-85cc-2caa-8761";"301901";"88";"4";"miasto";"stały";"Regionalne Centrum Kultury-Fabryka Emocji, pl. Staszica 1, 64-920 Piła";"m. Piła";"pilski";"wielkopolskie";"2624";"2775";"1021";"1603";"8";"20";"0";"0";"0";"0";"0";"0";"0";"1601";"0";"0";"1601";"50";"20";"30";"0";"1551";"238";"658";"655"
"2672-4201-1853-8e22-56bf-c1c2-39e4-6b39";"301901";"88";"5";"miasto";"stały";"Szkoła Podstawowa nr 7 im. Adama Mickiewicza, al. Wojska Polskiego 45, 64-920 Piła";"m. Piła";"pilski";"wielkopolskie";"2227";"2381";"735";"1492";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1491";"0";"0";"1491";"35";"11";"24";"0";"1456";"255";"635";"566"
"c490-ba91-c2ca-3256-8df7-3477-f2dd-8b41";"301901";"88";"6";"miasto";"stały";"Publiczne Przedszkole nr 13, ul. Kraszewskiego 2, 64-920 Piła";"m. Piła";"pilski";"wielkopolskie";"2140";"2348";"636";"1504";"1";"10";"0";"0";"0";"0";"0";"0";"0";"1504";"0";"0";"1504";"32";"11";"21";"0";"1472";"289";"713";"470"
"f9d8-26d1-252c-ec0d-60eb-b4ea-6ce8-45cf";"301901";"88";"7";"miasto";"stały";"Publiczne Przedszkole nr 12, ul. Reja 11, 64-920 Piła";"m. Piła";"pilski";"wielkopolskie";"2097";"2245";"556";"1542";"1";"12";"0";"0";"0";"0";"0";"0";"0";"1542";"0";"0";"1542";"56";"8";"48";"0";"1486";"261";"689";"536"
"bc82-1def-4ab6-5c9a-0cff-7095-6227-2b27";"301901";"88";"8";"miasto";"stały";"Szkoła Podstawowa nr 6 im. Lotników Polskich, ul. Żeromskiego 41, 64-920 Piła";"m. Piła";"pilski";"wielkopolskie";"1477";"1552";"415";"1062";"2";"5";"0";"0";"0";"0";"0";"0";"0";"1061";"0";"0";"1061";"30";"6";"24";"0";"1031";"161";"455";"415"
"81f4-f8b0-e536-503c-d068-6c21-2304-3f3f";"301901";"88";"9";"miasto";"stały";"Szkoła Podstawowa nr 6 im. Lotników Polskich, ul. Żeromskiego 41, 64-920 Piła";"m. Piła";"pilski";"wielkopolskie";"1489";"1655";"329";"1160";"3";"3";"0";"0";"0";"0";"0";"0";"0";"1160";"0";"0";"1160";"34";"11";"23";"0";"1126";"180";"534";"412"
"4b4b-75b5-dad4-0473-9a81-331c-3484-2516";"301901";"88";"10";"miasto";"stały";"Miejski Ośrodek Sportu i Rekreacji-Mała Hala Treningowa, ul. Żeromskiego 90, 64-920 Piła";"m. Piła";"pilski";"wielkopolskie";"510";"567";"101";"409";"0";"5";"0";"0";"0";"0";"0";"0";"0";"408";"0";"0";"408";"12";"7";"5";"0";"396";"67";"183";"146"
"126a-69d7-51ac-c5cd-e087-97bf-7a4d-cb20";"301901";"88";"11";"miasto";"stały";"Szkoła Podstawowa nr 3 im. Jana Brzechwy, ul. Brzozowa 4, 64-920 Piła";"m. Piła";"pilski";"wielkopolskie";"1607";"1796";"410";"1197";"3";"13";"0";"0";"0";"0";"0";"0";"0";"1197";"0";"0";"1197";"33";"13";"20";"0";"1164";"211";"560";"393"
"0b2e-7fb9-35af-67a0-cdb1-fb45-6d00-f53e";"301901";"88";"12";"miasto";"stały";"Liceum Ogólnokształcące Towarzystwa Salezjańskiego im. Św. Jana Bosko, ul. Dembowskiego 4, 64-920 Piła";"m. Piła";"pilski";"wielkopolskie";"1646";"1787";"362";"1284";"1";"7";"0";"0";"0";"0";"0";"0";"0";"1284";"0";"0";"1284";"45";"9";"36";"0";"1239";"182";"593";"464"
"808c-21ef-7575-18f7-fe9e-e47e-6351-6a52";"301901";"88";"13";"miasto";"stały";"ENEA Operator Sp. z o. o. Rejon Dystrybucji Piła, al. Poznańska 34, 64-920 Piła";"m. Piła";"pilski";"wielkopolskie";"1159";"1273";"348";"810";"0";"10";"0";"0";"0";"0";"0";"0";"0";"810";"0";"0";"810";"27";"8";"19";"0";"783";"152";"330";"301"
"9a2e-6940-bfb3-6bfa-2bf5-fa65-1052-db35";"301901";"88";"14";"miasto";"stały";"Siedziba Zarządu Osiedla Motylewo, ul. Sowia 2, 64-920 Piła";"m. Piła";"pilski";"wielkopolskie";"631";"667";"128";"503";"1";"5";"0";"0";"0";"0";"0";"0";"0";"503";"0";"0";"503";"5";"2";"3";"0";"498";"83";"269";"146"
"434f-3780-7979-3cd0-5350-385d-90e7-b3db";"301901";"88";"15";"miasto";"stały";"Specjalny Ośrodek Szkolno-Wychowawczy im. Marii Grzegorzewskiej, ul. Śniadeckich 27, 64-920 Piła";"m. Piła";"pilski";"wielkopolskie";"569";"627";"128";"441";"0";"4";"0";"0";"0";"0";"0";"0";"0";"441";"0";"0";"441";"8";"2";"6";"0";"433";"55";"232";"146"
"acd2-3a24-376f-3769-d7eb-3ab3-ceae-b36a";"301901";"88";"16";"miasto";"stały";"Publiczne Przedszkole nr 19 im. Misia Uszatka, ul. Królowej Jadwigi 20, 64-920 Piła";"m. Piła";"pilski";"wielkopolskie";"891";"964";"163";"728";"0";"2";"0";"0";"0";"0";"0";"0";"0";"728";"0";"0";"728";"15";"5";"10";"0";"713";"126";"424";"163"
"2cd3-6f47-39a5-d3d2-7fe3-ed82-c4f8-7a83";"301901";"88";"17";"miasto";"stały";"Szkoła Podstawowa Nr 11 im. Królowej Jadwigi, ul. Królowej Jadwigi 2, 64-920 Piła";"m. Piła";"pilski";"wielkopolskie";"1835";"1992";"488";"1347";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1348";"0";"0";"1348";"22";"7";"15";"0";"1326";"212";"608";"506"
"359a-cd58-39e0-efc8-ac5c-de42-85bf-c8a1";"301901";"88";"18";"miasto";"stały";"Liga Obrony Kraju Koło w Pile, al. Niepodległości 154, 64-920 Piła";"m. Piła";"pilski";"wielkopolskie";"837";"928";"241";"596";"0";"10";"0";"0";"0";"0";"0";"0";"0";"596";"0";"0";"596";"18";"7";"11";"0";"578";"105";"263";"210"
"0d71-b280-952c-427f-c35d-a5bf-6666-649d";"301901";"88";"19";"miasto";"stały";"Siedziba Osiedla Koszyce, ul. Wenedów 8 A-B, 64-920 Piła";"m. Piła";"pilski";"wielkopolskie";"1129";"1230";"182";"947";"1";"3";"0";"0";"0";"0";"0";"0";"0";"946";"0";"0";"946";"30";"10";"20";"0";"916";"149";"533";"234"
"0eed-4ddd-0836-51d1-65ca-3b23-2b6b-46c3";"301901";"88";"20";"miasto";"stały";"Parafia Św. Rafała Kalinowskiego, ul. Rynek Koszycki 1, 64-920 Piła";"m. Piła";"pilski";"wielkopolskie";"1700";"1892";"293";"1407";"2";"11";"0";"0";"0";"0";"0";"0";"0";"1407";"0";"0";"1407";"41";"18";"23";"0";"1366";"253";"774";"339"
"3646-2dfc-64de-539b-e950-7613-3f5a-c64c";"301901";"88";"21";"miasto";"stały";"Szkoła Podstawowa Nr 12 z Oddziałami Integracyjnymi, ul. Lelewela 140, 64-920 Piła";"m. Piła";"pilski";"wielkopolskie";"2429";"2636";"592";"1837";"0";"19";"0";"0";"0";"0";"0";"0";"0";"1837";"0";"0";"1837";"52";"52";"0";"0";"1785";"286";"834";"665"
"3c29-9df0-59ef-9886-2bd7-a650-0c1b-4709";"301901";"88";"22";"miasto";"stały";"Centrum Rekreacji AQUA-PIL Sp. z o. o., ul. Artura Grottgera 4, 64-920 Piła";"m. Piła";"pilski";"wielkopolskie";"1923";"2067";"559";"1364";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1364";"0";"0";"1364";"35";"14";"21";"0";"1329";"228";"613";"488"
"eb1f-50bc-150a-6718-4900-2442-83db-71ab";"301901";"88";"23";"miasto";"stały";"Miejska Energetyka Cieplna Sp. z o. o., ul. Kaczorska 20, 64-920 Piła";"m. Piła";"pilski";"wielkopolskie";"1838";"1994";"704";"1134";"0";"3";"1";"1";"0";"0";"0";"0";"1";"1135";"1";"0";"1135";"26";"6";"20";"0";"1109";"182";"454";"473"
"3074-11c4-4f23-aa0b-5581-2a27-ba6b-0c03";"301901";"88";"24";"miasto";"stały";"Szkoła Podstawowa nr 4 im. Mikołaja Kopernika, ul. Grabowa 18, 64-920 Piła";"m. Piła";"pilski";"wielkopolskie";"2293";"2491";"711";"1582";"5";"7";"0";"0";"0";"0";"0";"0";"0";"1582";"0";"0";"1582";"34";"15";"19";"0";"1548";"269";"724";"555"
"07fa-72e8-a1ac-f0cc-a2e4-5ae2-8d0e-b855";"301901";"88";"25";"miasto";"stały";"Zespół Szkół Muzycznych im. Fryderyka Chopina, ul. Młodych 1, 64-920 Piła";"m. Piła";"pilski";"wielkopolskie";"888";"978";"261";"627";"0";"6";"1";"1";"0";"0";"0";"0";"1";"628";"1";"0";"628";"21";"10";"11";"0";"607";"88";"292";"227"
"a203-5608-9809-742c-bc14-bdc9-9a8c-39fa";"301901";"88";"26";"miasto";"stały";"Publiczne Przedszkole Nr 7 im. Pszczółki Mai, ul. Wincentego Witosa 22A, 64-920 Piła";"m. Piła";"pilski";"wielkopolskie";"1449";"1582";"487";"963";"0";"7";"0";"0";"0";"0";"0";"0";"0";"963";"0";"0";"963";"34";"11";"23";"0";"929";"163";"425";"341"
"cdf7-c0fb-9b38-0cda-3c46-5412-1bd5-40d3";"301901";"88";"27";"miasto";"stały";"Szkoła Podstawowa nr 2 im. Olimpijczyków Polskich, ul. Bydgoska 23, 64-920 Piła";"m. Piła";"pilski";"wielkopolskie";"1567";"1697";"478";"1089";"2";"7";"0";"0";"0";"0";"0";"0";"0";"1089";"0";"0";"1089";"32";"7";"25";"0";"1057";"192";"540";"325"
