"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"Lista nr 1 - KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Mirosław Stanisław SZEMLA - nr na liście 1";"Marian Albin ORMANIEC - nr na liście 2";"Małgorzata KIEREŚ - nr na liście 3";"Alicja OGIEGŁO - nr na liście 4";"Przemysław MAJOR - nr na liście 5";"Waldemar Michał SZENDERA - nr na liście 6";"Dawid Sylwester JARCO - nr na liście 7";"Ryszard Tadeusz WÓJCIK - nr na liście 8";"Halina Stefania WENGLORZ - nr na liście 9";"Tadeusz ŻYŁA - nr na liście 10";"Edward Stanisław KUĆKA - nr na liście 11";"Magdalena Ewa SZCZEPAŃCZYK-CHROBAK - nr na liście 12";"Justyna Barbara SOSNOWSKA - nr na liście 13";"Brygida Urszula BRZOSKA-KRAWCZYK - nr na liście 14";"Andrzej Bernard GRZYB - nr na liście 15";"Grzegorz Ryszard GAWĘDA - nr na liście 16";"Lucyna BUTOR - nr na liście 17";"Danuta Maria KOŻUSZNIK - nr na liście 18";"Lista nr 2 - KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Stanisław SZWED - nr na liście 1";"Grzegorz Paweł PUDA - nr na liście 2";"Kazimierz Władysław MATUSZNY - nr na liście 3";"Przemysław Mieczysław DRABEK - nr na liście 4";"Magdalena Ewa WÓJCIK - nr na liście 5";"Grzegorz Krzysztof GAŻA - nr na liście 6";"Ryszard Arkadiusz MACURA - nr na liście 7";"Marcela Joanna KANAFEK-LEWANDOWSKA - nr na liście 8";"Barbara Lucyna ADAMSKA - nr na liście 9";"Konrad Tomasz ŁOŚ - nr na liście 10";"Adrian Kamil MIDOR - nr na liście 11";"Jarosław GOWIN - nr na liście 12";"Janusz Witold DZIEDZIC - nr na liście 13";"Agnieszka Magdalena BIEGUN - nr na liście 14";"Magdalena Elżbieta WAWRZECZKO - nr na liście 15";"Renata Anna MICHNIK - nr na liście 16";"Łukasz Grzegorz PASIERBEK - nr na liście 17";"Beata Iwona BIAŁOWĄS - nr na liście 18";"Lista nr 3 - KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Przemysław Adam KOPERSKI - nr na liście 1";"Agnieszka Zofia LAMEK-KOCHANOWSKA - nr na liście 2";"Leszek Zbigniew CZYLOK - nr na liście 3";"Henryk SATŁAWA - nr na liście 4";"Leszek TYRNA - nr na liście 5";"Anna Maria CZAICKA - nr na liście 6";"Magdalena MADZIA - nr na liście 7";"Aleksandra Ewa BANOT - nr na liście 8";"Barbara Jolanta SŁONKA-GIBAS - nr na liście 9";"Władysław PINDEL - nr na liście 10";"Katarzyna Olga GASPARSKA - nr na liście 11";"Alicja ZALEWSKA - nr na liście 12";"Aleksandra Maria HASIOR - nr na liście 13";"Paulina Magdalena GRZYBEK - nr na liście 14";"Michał Jacek BRUDNY - nr na liście 15";"Paweł Piotr MIECH - nr na liście 16";"Artur Jerzy SIĄKAŁA - nr na liście 17";"Zbigniew Henryk NOSKOWSKI - nr na liście 18";"Lista nr 4 - KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Bronisław Edward FOLTYN - nr na liście 1";"Robert Łukasz GRAJNY - nr na liście 2";"Wojciech Tomasz BIELEWICZ - nr na liście 3";"Maria STARZYŃSKA - nr na liście 4";"Artur SKŁODOWSKI - nr na liście 5";"Magdalena Barbara MILCZANOWSKA-SZWEDA - nr na liście 6";"Paweł Adam MAŁYSZ - nr na liście 7";"Marlena Maria WIEWIÓRA-BŁACHUT - nr na liście 8";"Cezary Józef CZAPIGA - nr na liście 9";"Patrycja Joanna KULA - nr na liście 10";"Andrzej Grzegorz POLAŃSKI - nr na liście 11";"Jolanta Maria CIEŚLAR - nr na liście 12";"Ronald Antoni MICHNIK - nr na liście 13";"Grażyna Katarzyna STRZAŁKOWSKA - nr na liście 14";"Dawid Józef RUDNICKI - nr na liście 15";"Katarzyna Elżbieta ŚNIEŻEK - nr na liście 16";"Paweł Teodor WALICZEK - nr na liście 17";"Lista nr 5 - KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Mirosława NYKIEL - nr na liście 1";"Małgorzata Anna PĘPEK - nr na liście 2";"Mirosław Tadeusz SUCHOŃ - nr na liście 3";"Andrzej Jan MOLIN - nr na liście 4";"Edyta Teresa GŁOMBEK - nr na liście 5";"Gabriela Maria LAZAREK - nr na liście 6";"Dariusz Stanisław MICHASIÓW - nr na liście 7";"Rafał Paweł RYPLEWICZ - nr na liście 8";"Łukasz Antoni GIERTLER - nr na liście 9";"Marcin Rafał ŚLĘK - nr na liście 10";"Ewa KASZOK - nr na liście 11";"Jerzy Marcin PIJANOWSKI - nr na liście 12";"Karolina Józefa KRZYŻAK - nr na liście 13";"Beata Anna ŁUKOWICZ - nr na liście 14";"Bogdan Tomasz DESOŃ - nr na liście 15";"Bronisław JAFERNIK - nr na liście 16";"Dorota Maria PIEGZIK-IZYDORCZYK - nr na liście 17";"Maciej Tadeusz TOMCZYKIEWICZ - nr na liście 18"
"486a-6296-beb9-1ca4-a6c0-aa85-5aca-70b5";"241005";"27";"12";"miasto";"stały";"Szkoła Podstawowa Nr 6 im. ks. J. Twardowskiego w Pszczynie, ul. Księżycowa 25, 43-200 Pszczyna";"gm. Pszczyna";"pszczyński";"śląskie";"1310";"1401";"287";"1023";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1023";"0";"0";"1023";"9";"5";"4";"0";"1014";"58";"20";"2";"5";"2";"2";"11";"1";"0";"1";"4";"1";"3";"1";"0";"0";"2";"0";"3";"391";"56";"40";"4";"1";"7";"100";"0";"162";"1";"0";"1";"11";"0";"3";"1";"0";"1";"3";"127";"40";"11";"37";"0";"0";"2";"4";"4";"0";"0";"0";"2";"1";"0";"1";"7";"0";"18";"53";"34";"2";"2";"4";"1";"3";"0";"1";"0";"2";"1";"0";"1";"0";"1";"0";"1";"385";"93";"11";"9";"4";"84";"7";"5";"0";"0";"1";"1";"0";"0";"0";"1";"0";"0";"169"
"3807-b693-316f-b326-dc8e-2a8b-f096-8b54";"241005";"27";"13";"miasto";"stały";"Zespół Szkół Nr 1 w Pszczynie, ul. Kazimierza Wielkiego 5, 43-200 Pszczyna";"gm. Pszczyna";"pszczyński";"śląskie";"1408";"1484";"396";"1014";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1014";"0";"0";"1014";"11";"7";"4";"0";"1003";"47";"13";"0";"4";"5";"3";"4";"3";"2";"0";"7";"0";"1";"0";"0";"1";"2";"0";"2";"401";"91";"49";"5";"3";"11";"84";"1";"125";"6";"3";"0";"9";"1";"0";"1";"2";"2";"8";"156";"57";"17";"26";"1";"1";"3";"2";"7";"1";"2";"0";"2";"1";"0";"1";"1";"1";"33";"50";"30";"1";"2";"4";"1";"3";"4";"0";"0";"0";"0";"0";"0";"1";"1";"1";"2";"349";"96";"10";"9";"7";"85";"13";"1";"1";"1";"0";"2";"1";"2";"0";"0";"0";"0";"121"
"f9c1-0237-c9ac-ed17-9f49-1d09-13bc-5461";"241005";"27";"14";"miasto";"stały";"Zespół Szkół Nr 1 w Pszczynie, ul. Kazimierza Wielkiego 5, 43-200 Pszczyna";"gm. Pszczyna";"pszczyński";"śląskie";"1309";"1397";"371";"938";"0";"2";"0";"0";"0";"0";"0";"0";"0";"938";"0";"0";"938";"11";"8";"3";"0";"927";"59";"23";"3";"2";"5";"3";"6";"0";"0";"1";"6";"1";"3";"2";"1";"1";"1";"0";"1";"346";"75";"42";"5";"3";"4";"111";"0";"67";"5";"5";"2";"11";"1";"2";"7";"1";"1";"4";"151";"53";"17";"26";"1";"0";"3";"8";"3";"3";"0";"1";"3";"2";"1";"0";"3";"2";"25";"56";"31";"4";"0";"1";"3";"6";"5";"3";"0";"1";"0";"0";"0";"0";"0";"1";"1";"315";"66";"4";"11";"6";"84";"5";"3";"2";"0";"0";"3";"1";"1";"1";"0";"0";"0";"128"
"6023-008d-19a0-dab9-306a-fff2-dd7c-7d20";"241005";"27";"15";"wieś";"stały";"Ośrodek Kultury w Czarkowie, ul. Powstańców Śląskich 25a, 43-211 Czarków";"gm. Pszczyna";"pszczyński";"śląskie";"1566";"1694";"486";"1080";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1080";"0";"0";"1080";"9";"4";"5";"0";"1071";"41";"13";"1";"2";"3";"2";"1";"2";"1";"1";"2";"1";"4";"3";"0";"3";"1";"0";"1";"642";"84";"67";"7";"4";"15";"226";"2";"198";"7";"1";"0";"10";"1";"1";"7";"5";"1";"6";"79";"24";"11";"13";"2";"2";"4";"3";"2";"0";"1";"2";"1";"0";"2";"3";"1";"0";"8";"71";"38";"8";"2";"0";"0";"5";"6";"2";"0";"2";"1";"0";"2";"1";"0";"0";"4";"238";"59";"6";"1";"7";"74";"2";"3";"1";"1";"0";"2";"1";"1";"1";"1";"0";"0";"78"
"0471-3701-6a69-325d-2ae6-8443-d8ce-1250";"241005";"27";"16";"wieś";"stały";"""Sołtysówka"", ul. Mjr. Henryka Sucharskiego 1, 43-211 Piasek";"gm. Pszczyna";"pszczyński";"śląskie";"1306";"1400";"361";"945";"0";"0";"0";"0";"0";"0";"0";"0";"0";"945";"0";"0";"945";"8";"6";"2";"0";"937";"50";"13";"0";"2";"5";"6";"3";"1";"1";"0";"11";"0";"1";"3";"0";"1";"0";"0";"3";"446";"68";"38";"2";"3";"9";"156";"2";"141";"4";"1";"0";"8";"2";"2";"0";"1";"2";"7";"82";"38";"9";"15";"1";"2";"2";"4";"1";"0";"0";"0";"2";"0";"0";"0";"3";"0";"5";"87";"51";"8";"4";"2";"2";"4";"5";"3";"1";"0";"2";"0";"0";"0";"0";"0";"5";"272";"37";"6";"6";"1";"171";"1";"1";"2";"5";"0";"1";"1";"1";"0";"0";"0";"0";"39"
"eddf-9aec-d041-38dc-36e2-fa85-9085-50f1";"241005";"27";"17";"wieś";"stały";"Przedszkole w Piasku w Zespole Szkolno-Przedszkolnym w Piasku, ul. Katowicka 57A, 43-211 Piasek";"gm. Pszczyna";"pszczyński";"śląskie";"1208";"1287";"274";"934";"0";"4";"0";"0";"0";"0";"0";"0";"0";"934";"0";"0";"934";"13";"4";"9";"0";"921";"53";"20";"3";"3";"2";"3";"4";"0";"4";"0";"7";"1";"1";"1";"0";"0";"1";"2";"1";"434";"78";"36";"1";"3";"10";"165";"4";"107";"2";"7";"0";"9";"0";"1";"2";"2";"4";"3";"48";"16";"7";"6";"0";"0";"0";"5";"1";"0";"1";"0";"0";"1";"6";"0";"1";"0";"4";"73";"43";"8";"1";"1";"4";"2";"10";"0";"0";"0";"0";"2";"0";"1";"0";"0";"1";"313";"26";"3";"5";"9";"218";"3";"1";"0";"0";"0";"1";"2";"0";"1";"0";"1";"0";"43"
"1d89-eaec-140f-fb83-cfcc-837a-3ed6-90b6";"241005";"27";"18";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Jankowicach, ul. Baziowa 17, 43-215 Jankowice";"gm. Pszczyna";"pszczyński";"śląskie";"1108";"1189";"305";"803";"2";"3";"0";"0";"0";"0";"0";"0";"0";"803";"0";"0";"803";"11";"7";"4";"0";"792";"80";"11";"3";"1";"2";"4";"5";"0";"2";"0";"50";"0";"0";"1";"0";"0";"0";"0";"1";"467";"68";"19";"2";"5";"4";"183";"2";"169";"0";"1";"0";"3";"2";"0";"1";"1";"2";"5";"44";"10";"11";"6";"2";"0";"1";"4";"0";"0";"0";"3";"1";"0";"1";"0";"1";"0";"4";"39";"13";"2";"2";"1";"0";"8";"6";"1";"0";"2";"1";"0";"1";"1";"0";"0";"1";"162";"36";"3";"1";"0";"56";"2";"2";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"60"
"6b9f-11d1-5f8a-50bb-7934-c81c-e9e3-826c";"241005";"27";"19";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Jankowicach, ul. Baziowa 17, 43-215 Jankowice";"gm. Pszczyna";"pszczyński";"śląskie";"1057";"1123";"271";"786";"0";"0";"0";"0";"0";"0";"0";"0";"0";"786";"0";"0";"786";"9";"7";"2";"0";"777";"63";"8";"1";"1";"1";"4";"6";"1";"0";"0";"40";"0";"0";"0";"0";"1";"0";"0";"0";"423";"56";"29";"2";"3";"10";"183";"1";"117";"5";"4";"0";"5";"1";"1";"0";"0";"1";"5";"67";"21";"4";"7";"2";"1";"2";"7";"0";"0";"1";"5";"4";"4";"3";"1";"0";"0";"5";"38";"20";"1";"0";"2";"1";"5";"2";"1";"0";"1";"1";"2";"0";"0";"0";"1";"1";"186";"34";"3";"3";"1";"33";"2";"1";"0";"0";"0";"0";"2";"1";"0";"0";"0";"1";"105"
"26c2-7508-71b5-9cfb-f2b6-22f2-20d6-a8c0";"241005";"27";"20";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Studzienicach, ul. św. Jana Pawła II 74, 43-215 Studzienice";"gm. Pszczyna";"pszczyński";"śląskie";"1409";"1528";"385";"1024";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1024";"0";"0";"1024";"13";"10";"3";"0";"1011";"69";"21";"1";"4";"3";"3";"6";"0";"2";"0";"24";"0";"0";"1";"0";"3";"1";"0";"0";"595";"105";"50";"3";"2";"23";"205";"2";"173";"3";"2";"0";"18";"0";"0";"3";"0";"4";"2";"65";"21";"8";"5";"1";"2";"0";"5";"2";"0";"0";"0";"2";"2";"0";"0";"1";"2";"14";"77";"53";"0";"1";"3";"0";"5";"8";"0";"1";"2";"2";"0";"0";"1";"0";"0";"1";"205";"61";"6";"2";"1";"48";"1";"2";"1";"3";"1";"0";"0";"0";"1";"0";"0";"1";"77"
"5466-6e4b-bcd6-a6c3-b9bd-03fc-e45a-8292";"241005";"27";"21";"wieś";"stały";"Szkoła Podstawowa im. Żołnierzy Września w Ćwiklicach, ul. Męczenników Oświęcimskich 71, 43-229 Ćwiklice";"gm. Pszczyna";"pszczyński";"śląskie";"1458";"1598";"400";"1058";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1057";"0";"0";"1057";"20";"15";"5";"0";"1037";"57";"18";"0";"2";"3";"4";"9";"0";"0";"0";"14";"0";"3";"0";"0";"0";"2";"2";"0";"446";"67";"28";"4";"2";"10";"170";"1";"137";"4";"1";"1";"11";"1";"0";"0";"2";"1";"6";"110";"42";"9";"25";"0";"2";"2";"8";"2";"0";"1";"3";"2";"0";"0";"1";"4";"0";"9";"91";"51";"3";"0";"4";"3";"10";"5";"1";"1";"2";"4";"0";"1";"0";"2";"2";"2";"333";"88";"10";"8";"2";"82";"8";"3";"1";"0";"1";"2";"3";"0";"0";"1";"0";"0";"124"
"f15d-3199-9e03-fbd9-dd51-9d05-6eb6-6b8d";"241005";"27";"22";"wieś";"stały";"Przedszkole w Ćwiklicach, ul. Aleksandra Zawadzkiego 5, 43-229 Ćwiklice";"gm. Pszczyna";"pszczyński";"śląskie";"655";"693";"206";"449";"0";"1";"0";"0";"0";"0";"0";"0";"0";"449";"0";"0";"449";"1";"0";"1";"0";"448";"38";"11";"4";"1";"3";"3";"5";"0";"1";"0";"6";"0";"2";"0";"0";"1";"0";"0";"1";"217";"22";"22";"1";"1";"4";"81";"0";"72";"3";"1";"0";"4";"1";"0";"0";"4";"0";"1";"45";"14";"4";"7";"0";"1";"0";"3";"0";"0";"0";"0";"3";"0";"1";"3";"0";"0";"9";"31";"20";"3";"1";"0";"0";"2";"2";"0";"0";"1";"0";"0";"0";"1";"0";"0";"1";"117";"40";"5";"2";"0";"26";"0";"2";"0";"0";"0";"2";"0";"1";"0";"0";"0";"0";"39"
"dfe8-8045-a60d-d962-9b7d-4c43-d16c-b87c";"241005";"27";"23";"wieś";"stały";"Szkoła Podstawowa im. Józefa Weszki w Rudołtowicach, ul. Anieli Krzywoń 5, 43-229 Rudołtowice";"gm. Pszczyna";"pszczyński";"śląskie";"854";"896";"261";"593";"0";"1";"0";"0";"0";"0";"0";"0";"0";"593";"0";"0";"593";"8";"4";"4";"0";"585";"41";"13";"2";"4";"3";"0";"4";"0";"1";"0";"6";"0";"3";"1";"0";"0";"0";"0";"4";"264";"38";"21";"7";"2";"14";"92";"0";"67";"4";"1";"0";"10";"0";"3";"0";"1";"0";"4";"70";"16";"8";"15";"0";"0";"2";"5";"3";"0";"2";"1";"2";"1";"3";"1";"0";"2";"9";"52";"16";"1";"3";"2";"0";"24";"0";"0";"2";"2";"0";"0";"0";"0";"0";"1";"1";"158";"57";"8";"8";"0";"34";"8";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"40"
"09fc-12fc-3173-d269-d2bd-f08f-f19a-e9e8";"241005";"27";"24";"wieś";"stały";"Szkoła Podstawowa w Porębie (budynek nowego przedszkola), ul. Szkolna 10, 43-200 Poręba";"gm. Pszczyna";"pszczyński";"śląskie";"807";"829";"254";"553";"1";"0";"0";"0";"0";"0";"0";"0";"0";"553";"0";"0";"553";"8";"6";"2";"0";"545";"22";"8";"1";"1";"3";"0";"6";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"356";"38";"22";"1";"0";"4";"133";"1";"145";"3";"1";"0";"2";"2";"0";"0";"0";"1";"3";"28";"6";"1";"3";"0";"3";"1";"4";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"40";"23";"1";"1";"2";"0";"9";"1";"0";"0";"0";"1";"1";"0";"0";"0";"1";"0";"99";"17";"0";"1";"12";"30";"1";"4";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"32"
"b61e-c6b4-e1fb-c460-c681-2589-4a89-a548";"241005";"27";"25";"wieś";"stały";"Szkoła Podstawowa w Brzeźcach, ul. Pokoju 2, 43-200 Brzeźce";"gm. Pszczyna";"pszczyński";"śląskie";"808";"855";"230";"578";"0";"0";"0";"0";"0";"0";"0";"0";"0";"578";"0";"0";"578";"5";"1";"4";"0";"573";"49";"9";"0";"0";"0";"1";"30";"0";"1";"0";"6";"0";"0";"0";"0";"1";"0";"0";"1";"353";"51";"39";"1";"1";"4";"95";"0";"148";"0";"1";"0";"4";"2";"1";"2";"1";"1";"2";"24";"9";"0";"1";"1";"0";"2";"3";"1";"0";"0";"0";"1";"1";"0";"1";"0";"0";"4";"35";"28";"0";"0";"1";"0";"1";"3";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"112";"31";"3";"3";"1";"46";"1";"0";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"24"
"7fbc-4682-8158-c057-a088-f302-5a16-6409";"241005";"27";"26";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Łące, ul. Grzegorza Fitelberga 1, 43-241 Łąka";"gm. Pszczyna";"pszczyński";"śląskie";"1106";"1153";"322";"784";"0";"0";"0";"0";"0";"0";"0";"0";"0";"784";"0";"0";"784";"11";"8";"3";"0";"773";"41";"13";"3";"4";"0";"2";"7";"0";"1";"0";"8";"0";"1";"0";"0";"1";"1";"0";"0";"436";"55";"37";"2";"3";"3";"149";"1";"164";"8";"2";"1";"6";"0";"1";"0";"0";"2";"2";"60";"23";"4";"9";"0";"0";"1";"3";"3";"2";"2";"0";"0";"0";"0";"4";"3";"2";"4";"49";"33";"1";"1";"1";"3";"1";"2";"1";"0";"0";"2";"0";"1";"1";"0";"0";"2";"187";"45";"9";"5";"6";"41";"2";"0";"0";"0";"0";"1";"0";"0";"2";"1";"0";"1";"74"
"8649-2465-d615-037b-5f28-7da7-0fa0-4a22";"241005";"27";"27";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Łące, ul. Grzegorza Fitelberga 1, 43-241 Łąka";"gm. Pszczyna";"pszczyński";"śląskie";"1158";"1258";"290";"868";"1";"2";"0";"0";"0";"0";"0";"0";"0";"868";"0";"0";"868";"6";"4";"2";"0";"862";"58";"20";"1";"3";"5";"4";"13";"2";"0";"0";"4";"0";"1";"1";"0";"1";"1";"1";"1";"400";"64";"17";"3";"5";"6";"129";"1";"152";"4";"2";"1";"5";"2";"1";"0";"2";"0";"6";"69";"23";"8";"16";"0";"0";"1";"1";"5";"1";"0";"0";"1";"2";"0";"1";"1";"0";"9";"69";"47";"4";"0";"2";"0";"3";"6";"1";"0";"1";"0";"0";"1";"0";"0";"0";"4";"266";"53";"7";"11";"5";"60";"6";"0";"0";"0";"1";"2";"2";"1";"1";"0";"0";"0";"117"
"97c3-ff92-ae3c-fcfe-0b9c-3ad3-f686-f006";"241005";"27";"28";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Wiśle Wielkiej, ul. Hodowców 38, 43-243 Wisła Wielka";"gm. Pszczyna";"pszczyński";"śląskie";"1660";"1805";"476";"1184";"1";"9";"0";"0";"0";"0";"0";"0";"0";"1184";"0";"0";"1184";"9";"6";"3";"0";"1175";"79";"19";"3";"6";"6";"2";"20";"0";"1";"1";"5";"0";"3";"2";"1";"0";"3";"0";"7";"761";"55";"55";"2";"2";"6";"397";"4";"216";"3";"2";"0";"5";"4";"1";"1";"1";"3";"4";"50";"13";"7";"6";"1";"1";"4";"2";"2";"0";"0";"1";"5";"0";"0";"0";"1";"0";"7";"84";"49";"4";"3";"5";"1";"2";"8";"1";"0";"2";"3";"1";"1";"1";"2";"0";"1";"201";"43";"10";"10";"5";"45";"6";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"80"
"be5b-4664-c02d-8267-c363-b209-6340-a9ee";"241005";"27";"29";"wieś";"stały";"Szkoła Podstawowa w Wiśle Małej, ul. Sokola 10, 43-243 Wisła Mała";"gm. Pszczyna";"pszczyński";"śląskie";"954";"1028";"267";"687";"0";"0";"0";"0";"0";"0";"0";"0";"0";"687";"0";"0";"687";"7";"2";"5";"0";"680";"40";"12";"3";"0";"5";"2";"6";"0";"1";"1";"4";"0";"2";"2";"0";"0";"0";"1";"1";"482";"84";"31";"3";"3";"7";"100";"1";"236";"3";"1";"0";"6";"0";"1";"0";"3";"0";"3";"30";"15";"3";"2";"0";"1";"1";"3";"1";"0";"0";"2";"2";"0";"0";"0";"0";"0";"0";"37";"21";"1";"1";"1";"0";"5";"2";"0";"2";"1";"0";"1";"0";"0";"0";"1";"1";"91";"24";"2";"4";"12";"13";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"33"
"523b-4258-0fc5-240e-aa4e-c50a-aa2c-7974";"241005";"27";"30";"wieś";"stały";"Przedszkole w Studzionce w Zespole Szkolno-Przedszkolnym w Studzionce, ul. Henryka Jordana 3A, 43-245 Studzionka";"gm. Pszczyna";"pszczyński";"śląskie";"1711";"1821";"561";"1150";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1150";"0";"0";"1150";"12";"7";"5";"0";"1138";"107";"34";"6";"1";"5";"1";"41";"1";"3";"3";"7";"1";"0";"1";"1";"0";"1";"1";"0";"680";"130";"53";"6";"3";"22";"283";"1";"139";"4";"10";"1";"6";"5";"4";"2";"1";"1";"9";"47";"13";"2";"4";"1";"0";"1";"5";"2";"2";"1";"0";"2";"3";"3";"2";"2";"0";"4";"81";"35";"6";"2";"2";"3";"7";"15";"2";"0";"3";"1";"0";"0";"0";"0";"1";"4";"223";"67";"10";"3";"14";"42";"4";"3";"0";"1";"1";"5";"0";"2";"1";"0";"0";"1";"69"
"bd81-6fdf-7022-d41d-3cf2-cf82-0d8d-565f";"241005";"27";"31";"miasto";"zakład leczniczy";"Szpital Powiatowy w Pszczynie prowadzony przez Centrum Przedsiębiorczości CP Sp. z o. o., ul. dr. Witolda Antesa 11, 43-200 Pszczyna";"gm. Pszczyna";"pszczyński";"śląskie";"200";"110";"157";"43";"0";"0";"0";"0";"0";"0";"0";"0";"0";"43";"0";"0";"43";"0";"0";"0";"0";"43";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20";"9";"3";"1";"0";"0";"0";"0";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"2";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"17";"6";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"6"
"6bde-bb22-a191-5ee8-5f2f-3014-3168-81d2";"241006";"27";"1";"wieś";"stały";"Szkoła Podstawowa w Kobielicach, Kobielice ul. Topolowa 42, 43-262 Radostowice";"gm. Suszec";"pszczyński";"śląskie";"992";"1103";"279";"713";"0";"0";"0";"0";"0";"0";"0";"0";"0";"713";"0";"0";"713";"11";"5";"6";"0";"702";"46";"6";"0";"1";"1";"4";"24";"0";"2";"1";"6";"0";"0";"0";"0";"0";"1";"0";"0";"435";"91";"58";"6";"8";"18";"121";"2";"84";"2";"5";"1";"12";"3";"3";"4";"5";"3";"9";"40";"23";"2";"2";"0";"1";"0";"2";"5";"1";"1";"0";"0";"0";"1";"0";"0";"0";"2";"49";"25";"1";"1";"2";"3";"3";"5";"0";"0";"4";"0";"2";"0";"0";"0";"0";"3";"132";"48";"1";"6";"25";"19";"1";"2";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"27"
"7549-7828-3a91-0952-485e-1b4d-0a0a-e6b2";"241006";"27";"2";"wieś";"stały";"Remizo-świetlica w Kryrach, Kryry ul. Wyzwolenia 116, 43-265 Mizerów";"gm. Suszec";"pszczyński";"śląskie";"991";"1085";"224";"767";"0";"2";"0";"0";"0";"0";"0";"0";"0";"767";"0";"0";"767";"10";"4";"6";"0";"757";"79";"16";"0";"1";"1";"1";"45";"0";"1";"0";"4";"0";"2";"2";"0";"1";"3";"1";"1";"443";"74";"35";"5";"2";"13";"160";"3";"112";"3";"5";"1";"6";"1";"10";"3";"1";"2";"7";"31";"12";"5";"1";"1";"3";"0";"4";"1";"0";"0";"0";"0";"1";"0";"1";"0";"0";"2";"80";"47";"0";"4";"6";"2";"1";"7";"0";"0";"3";"0";"2";"0";"0";"2";"1";"5";"124";"55";"7";"6";"6";"16";"3";"1";"0";"2";"0";"0";"3";"1";"0";"0";"0";"0";"24"
