"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Michał Tomasz KAMIŃSKI";"Konstanty RADZIWIŁŁ"
"75c7-3c6d-4b2f-1c47-5eb6-b6a2-2f7d-cdbf";"141702";"41";"2";"miasto";"stały";"Szkoła Podstawowa Nr 12, ul. Andriollego 76, 05-400 Otwock";"m. Otwock";"otwocki";"mazowieckie";"669";"732";"144";"525";"1";"2";"0";"0";"0";"0";"0";"0";"0";"525";"0";"0";"525";"20";"5";"15";"0";"505";"313";"192"
"a2c8-cbb2-3877-b0a6-2957-da68-0667-95bd";"141702";"41";"3";"miasto";"stały";"Otwocki Klub Sportowy, ul. Sportowa 1, 05-400 Otwock";"m. Otwock";"otwocki";"mazowieckie";"1347";"1454";"325";"1022";"2";"6";"0";"0";"0";"0";"0";"0";"0";"1022";"0";"0";"1022";"44";"10";"34";"0";"978";"544";"434"
"a6ac-f62b-a731-d685-5821-fe3b-24ae-c2f8";"141702";"41";"4";"miasto";"stały";"Biuro Otwockiej Spółdzielni Mieszkaniowej, ul. Andriollego 54, 05-400 Otwock";"m. Otwock";"otwocki";"mazowieckie";"1290";"1393";"280";"1010";"2";"2";"0";"0";"0";"0";"0";"0";"0";"1010";"0";"0";"1010";"36";"13";"23";"0";"974";"576";"398"
"bf9c-1b96-1ce8-1a02-8d71-36e2-9f21-4394";"141702";"41";"5";"miasto";"stały";"Miejski Ośrodek Kultury, Turystyki i Sportu, ul. Armii Krajowej 4, 05-400 Otwock";"m. Otwock";"otwocki";"mazowieckie";"900";"1005";"161";"739";"0";"8";"0";"0";"0";"0";"0";"0";"0";"739";"0";"0";"739";"27";"11";"16";"0";"712";"419";"293"
"a046-4d7c-deec-5b27-e6d3-1833-7053-9e0c";"141702";"41";"6";"miasto";"stały";"Ośrodek Pomocy Społecznej, ul. Sosnowa 4, 05-400 Otwock";"m. Otwock";"otwocki";"mazowieckie";"670";"722";"165";"505";"0";"0";"0";"0";"0";"0";"0";"0";"0";"505";"0";"0";"505";"21";"4";"17";"0";"484";"273";"211"
"ca88-09c5-9d25-7281-7ea1-8838-8411-330e";"141702";"41";"7";"miasto";"stały";"Szkoła Podstawowa Nr 4, ul. Szkolna 31, 05-400 Otwock";"m. Otwock";"otwocki";"mazowieckie";"1540";"1681";"375";"1165";"3";"7";"0";"0";"0";"0";"0";"0";"0";"1165";"0";"0";"1165";"23";"8";"15";"0";"1142";"610";"532"
"e6cf-922c-9822-face-832e-e036-a33f-ae30";"141702";"41";"8";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. Karczewska 14/16, 05-400 Otwock";"m. Otwock";"otwocki";"mazowieckie";"1120";"1220";"220";"900";"4";"5";"0";"0";"0";"0";"0";"0";"0";"899";"0";"0";"899";"25";"10";"15";"0";"874";"542";"332"
"53e1-299e-2597-fed5-dc7c-73a0-4c1b-6c25";"141702";"41";"9";"miasto";"stały";"Osiedlowy Klub ""Batory"", ul. Batorego 34, 05-400 Otwock";"m. Otwock";"otwocki";"mazowieckie";"1726";"1930";"371";"1355";"3";"9";"0";"0";"0";"0";"0";"0";"0";"1355";"0";"0";"1355";"49";"28";"21";"0";"1306";"764";"542"
"79f5-f680-fc11-323b-2385-3d9c-6ed7-5f88";"141702";"41";"10";"miasto";"stały";"Przedszkole Nr 3, ul. Jodłowa 14, 05-400 Otwock";"m. Otwock";"otwocki";"mazowieckie";"1001";"1090";"241";"760";"1";"2";"0";"0";"0";"0";"0";"0";"0";"760";"0";"0";"760";"15";"8";"7";"0";"745";"402";"343"
"6305-7277-1db1-500d-a0f0-5917-bad5-9f0c";"141702";"41";"11";"miasto";"stały";"Stacja Pomp OPWiK, ul. Batorego 2, 05-400 Otwock";"m. Otwock";"otwocki";"mazowieckie";"1917";"2124";"383";"1534";"0";"10";"0";"0";"0";"0";"0";"0";"0";"1534";"0";"0";"1534";"43";"15";"28";"0";"1491";"782";"709"
"9f8e-5a60-6941-5994-0d6b-2669-a6bf-b0e0";"141702";"41";"12";"miasto";"stały";"Szkoła Podstawowa Nr 6, ul. Ambasadorska 1, 05-400 Otwock";"m. Otwock";"otwocki";"mazowieckie";"2010";"2235";"317";"1693";"6";"18";"0";"0";"0";"0";"0";"0";"0";"1693";"0";"0";"1693";"46";"24";"22";"0";"1647";"946";"701"
"bf4d-8909-8f6d-e179-3bb0-d512-3e9a-cf3b";"141702";"41";"13";"miasto";"stały";"Specjalny Ośrodek Szkolno-Wychowawczy Nr 1 im. Marii Konopnickiej, ul. Majowa 17/19, 05-402 Otwock";"m. Otwock";"otwocki";"mazowieckie";"1331";"1467";"462";"869";"1";"5";"0";"0";"0";"0";"0";"0";"0";"868";"0";"0";"868";"35";"14";"21";"0";"833";"425";"408"
"6c76-9a3b-8c08-4ba6-0eae-299e-32f8-7b8c";"141702";"41";"14";"miasto";"stały";"Przedszkole Nr 18, ul. Komunardów 4, 05-402 Otwock";"m. Otwock";"otwocki";"mazowieckie";"1006";"1051";"250";"756";"1";"3";"0";"0";"0";"0";"0";"0";"0";"756";"0";"0";"756";"21";"6";"15";"0";"735";"367";"368"
"81cd-e5a1-eb04-b5d5-72c6-ebee-740c-c4f8";"141702";"41";"15";"miasto";"stały";"Szkoła Podstawowa Nr 5, ul. Słowackiego 66, 05-402 Otwock";"m. Otwock";"otwocki";"mazowieckie";"1310";"1487";"291";"1019";"0";"8";"2";"2";"0";"0";"0";"0";"2";"1021";"2";"0";"1021";"23";"13";"10";"0";"998";"516";"482"
"8c9b-7b1a-7b89-de2b-562c-a4f4-0d23-393e";"141702";"41";"16";"miasto";"stały";"Krajowa Szkoła Skarbowości, ul. Kolorowa 13, 05-402 Otwock";"m. Otwock";"otwocki";"mazowieckie";"1331";"1500";"319";"1012";"1";"15";"0";"0";"0";"0";"0";"0";"0";"1012";"0";"0";"1012";"37";"17";"20";"0";"975";"597";"378"
"8932-5dc1-a66d-953a-7835-6c8a-25d7-26df";"141702";"41";"17";"miasto";"stały";"Osiedlowy Klub ""Smok"", ul. Warszawska 11/13, 05-400 Otwock";"m. Otwock";"otwocki";"mazowieckie";"1369";"1515";"344";"1025";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1025";"0";"0";"1025";"40";"10";"30";"0";"985";"484";"501"
"dbea-1e4a-4079-25e4-8060-1c6f-3795-7099";"141702";"41";"18";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. Kościuszki 28, 05-400 Otwock";"m. Otwock";"otwocki";"mazowieckie";"1337";"1471";"264";"1072";"4";"11";"0";"0";"0";"0";"0";"0";"0";"1072";"0";"3";"1069";"41";"27";"14";"0";"1028";"618";"410"
"5bec-9791-31f2-d12b-e302-4207-b4cc-eb83";"141702";"41";"19";"miasto";"stały";"Liceum Ogólnokształcące Nr III, ul. Słowackiego 4/10, 05-400 Otwock";"m. Otwock";"otwocki";"mazowieckie";"1110";"1211";"360";"750";"1";"3";"0";"0";"0";"0";"0";"0";"0";"750";"0";"0";"750";"20";"10";"10";"0";"730";"378";"352"
"c919-3c6e-0343-76ac-1d62-edcf-b239-79ba";"141702";"41";"20";"miasto";"stały";"Zespół Szkół Ekonomiczno-Gastronomicznych, ul. Konopnickiej 3, 05-400 Otwock";"m. Otwock";"otwocki";"mazowieckie";"560";"612";"155";"405";"1";"6";"0";"0";"0";"0";"0";"0";"0";"405";"0";"0";"405";"15";"8";"7";"0";"390";"193";"197"
"2e0e-1960-6f77-c4b8-a496-4b73-1663-b978";"141702";"41";"21";"miasto";"stały";"Przedszkole Nr 10, ul. Kochanowskiego 6, 05-400 Otwock";"m. Otwock";"otwocki";"mazowieckie";"848";"935";"219";"629";"3";"8";"0";"0";"0";"0";"0";"0";"0";"629";"0";"0";"629";"27";"6";"21";"0";"602";"336";"266"
"ba95-792f-a974-6222-8cf4-5360-3c30-d7e0";"141702";"41";"22";"miasto";"stały";"Przedszkole Nr 6, ul. Kubusia Puchatka 28, 05-400 Otwock";"m. Otwock";"otwocki";"mazowieckie";"862";"944";"269";"592";"1";"9";"0";"0";"0";"0";"0";"0";"0";"593";"0";"0";"593";"26";"11";"15";"0";"567";"300";"267"
"772e-d818-ea49-7b10-2521-5e44-b76c-e837";"141702";"41";"23";"miasto";"stały";"Szkoła Podstawowa Nr 7, ul. Majowa 267, 05-400 Otwock";"m. Otwock";"otwocki";"mazowieckie";"1020";"1118";"250";"770";"0";"0";"0";"0";"0";"0";"0";"0";"0";"770";"0";"0";"770";"34";"10";"24";"0";"736";"322";"414"
"5d5c-46e4-5b73-1db3-81ee-a50e-8c0a-4127";"141702";"41";"24";"miasto";"stały";"Szkoła Podstawowa Nr 8, ul. Stefana Żeromskiego 235, 05-400 Otwock";"m. Otwock";"otwocki";"mazowieckie";"1193";"1363";"152";"1041";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1041";"0";"0";"1041";"31";"14";"17";"0";"1010";"422";"588"
"189d-d403-2dc7-d940-658e-3ada-6f5a-9d24";"141702";"41";"25";"miasto";"stały";"Szkoła Podstawowa Nr 9, ul. Gabriela Narutowicza 275, 05-400 Otwock";"m. Otwock";"otwocki";"mazowieckie";"1061";"1155";"259";"802";"2";"6";"0";"0";"0";"0";"0";"0";"0";"802";"0";"0";"802";"32";"14";"18";"0";"770";"358";"412"
"4784-057b-46ee-fcc1-8159-1a1b-1044-d2fa";"141702";"41";"26";"miasto";"stały";"Klub Osiedlowy Otwockiej Spółdzielni Mieszkaniowej ""Grota"", Osiedle Ługi, ul. Grota Roweckiego 2, 05-480 Karczew";"m. Otwock";"otwocki";"mazowieckie";"1039";"1127";"190";"849";"1";"6";"0";"0";"0";"0";"0";"0";"0";"849";"0";"0";"849";"29";"19";"10";"0";"820";"487";"333"
"331a-076a-80b9-8d1f-5716-d74b-5a11-46b0";"141702";"41";"27";"miasto";"zakład leczniczy";"Powiatowe Centrum Zdrowia Spółka z o. o. w restrukturyzacji, ul. Batorego 44, 05-400 Otwock";"m. Otwock";"otwocki";"mazowieckie";"81";"47";"61";"20";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20";"0";"0";"20";"0";"0";"0";"0";"20";"11";"9"
"cc9d-f1f6-6ed7-b49c-4fa7-ab11-83f9-83f6";"141702";"41";"28";"miasto";"zakład leczniczy";"Samodzielny Publiczny Szpital Kliniczny im. prof. A. Grucy, ul. Konarskiego 13, 05-400 Otwock";"m. Otwock";"otwocki";"mazowieckie";"242";"210";"47";"195";"0";"23";"0";"0";"0";"0";"0";"0";"0";"195";"0";"0";"195";"11";"8";"3";"0";"184";"89";"95"
"f684-d5b4-a964-cc48-08a0-39bf-0e62-85dd";"141702";"41";"29";"miasto";"zakład leczniczy";"Samodzielny Publiczny Zakład Opieki Zdrowotnej, Szpital Specjalistyczny Ministerstwa Spraw Wewnętrznych i Administracji, ul. Prusa 1/3, 05-400 Otwock";"m. Otwock";"otwocki";"mazowieckie";"76";"74";"5";"71";"0";"0";"0";"0";"0";"0";"0";"0";"0";"71";"0";"0";"71";"6";"3";"3";"0";"65";"24";"41"
"847a-88f4-a245-8dbd-8f10-c53e-eb9c-3277";"141702";"41";"30";"miasto";"zakład leczniczy";"Mazowieckie Centrum Leczenia Chorób Płuc i Gruźlicy, ul. Reymonta 83/91, 05-400 Otwock";"m. Otwock";"otwocki";"mazowieckie";"334";"376";"216";"118";"0";"0";"0";"0";"0";"0";"0";"0";"0";"118";"0";"0";"118";"5";"0";"5";"0";"113";"46";"67"
"2f21-71b3-0250-5465-6f72-72c2-e3de-dec7";"141703";"41";"1";"wieś";"stały";"Klub Wiejski w Pogorzeli, Pogorzel ul. Leśna 2, 05-430 Celestynów";"gm. Celestynów";"otwocki";"mazowieckie";"528";"583";"116";"412";"1";"1";"0";"0";"0";"0";"0";"0";"0";"412";"0";"0";"412";"9";"2";"7";"0";"403";"169";"234"
"d7de-afaf-adda-a703-4450-c5e6-269a-18b6";"141703";"41";"2";"wieś";"stały";"Zespół Szkolno-Przedszkolny Szkoła Podstawowa w Starej Wsi, Stara Wieś ul. Fabryczna 6, 05-430 Celestynów";"gm. Celestynów";"otwocki";"mazowieckie";"1130";"1232";"241";"889";"0";"7";"0";"0";"0";"0";"0";"0";"0";"889";"0";"0";"889";"29";"8";"21";"0";"860";"367";"493"
"fa14-7ff8-dfe6-5312-b1b3-420b-6563-7210";"141703";"41";"3";"wieś";"stały";"Szkoła Podstawowa w Ostrowie, Ostrów 15, 05-430 Celestynów";"gm. Celestynów";"otwocki";"mazowieckie";"913";"1010";"337";"576";"0";"3";"0";"0";"0";"0";"0";"0";"0";"576";"0";"0";"576";"23";"4";"19";"0";"553";"204";"349"
"c32c-7ed5-18e2-1206-e440-a45f-f21c-f84b";"141703";"41";"4";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Batalionu Zośka w Celestynowie, ul. Wrzosowa 42, 05-430 Celestynów";"gm. Celestynów";"otwocki";"mazowieckie";"1779";"1952";"356";"1423";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1423";"0";"0";"1423";"45";"14";"31";"0";"1378";"698";"680"
"023b-033c-3bab-ed32-52b7-b863-1131-3d0d";"141703";"41";"5";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Batalionu Zośka w Celestynowie, ul. Świętego Kazimierza 55, 05-430 Celestynów";"gm. Celestynów";"otwocki";"mazowieckie";"1806";"1992";"347";"1459";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1458";"0";"0";"1458";"72";"33";"39";"0";"1386";"647";"739"
"6d3c-e031-0072-a0b5-751e-488d-dbb6-8aaa";"141703";"41";"6";"wieś";"stały";"Szkoła Podstawowa w Regucie, Regut ul. Wiatraczna 13, 05-430 Celestynów";"gm. Celestynów";"otwocki";"mazowieckie";"430";"477";"106";"324";"0";"0";"0";"0";"0";"0";"0";"0";"0";"324";"0";"0";"324";"3";"1";"2";"0";"321";"116";"205"
"e45c-654a-3d24-c849-6c6c-138c-aff6-3b3f";"141703";"41";"7";"wieś";"stały";"""Mała Szkoła""-Szkoła Podstawowa w Podbieli, Podbiel 87, 05-430 Celestynów";"gm. Celestynów";"otwocki";"mazowieckie";"468";"527";"129";"339";"0";"1";"0";"0";"0";"0";"0";"0";"0";"339";"0";"0";"339";"14";"4";"10";"0";"325";"72";"253"
"f40c-8376-7e89-1a32-3928-53cb-b86e-a0a2";"141703";"41";"8";"wieś";"stały";"Remiza OSP w Zabieżkach, Zabieżki ul. Prymasa Stefana Wyszyńskiego 3, 05-430 Celestynów";"gm. Celestynów";"otwocki";"mazowieckie";"550";"610";"107";"443";"0";"3";"0";"0";"0";"0";"0";"0";"0";"443";"0";"0";"443";"20";"3";"17";"0";"423";"112";"311"
"e45c-8e5a-1863-37aa-6d87-dc90-da5e-bc4a";"141703";"41";"9";"wieś";"stały";"Remiza OSP w Dąbrówce, Dąbrówka ul. Strażacka 5, 05-430 Celestynów";"gm. Celestynów";"otwocki";"mazowieckie";"719";"793";"113";"606";"0";"0";"0";"0";"0";"0";"0";"0";"0";"606";"0";"0";"606";"23";"3";"20";"0";"583";"264";"319"
"ef80-3bd3-9677-73be-37a1-f2dd-b5e2-bbeb";"141704";"41";"1";"miasto";"stały";"Centrum Kultury, ul. Widok 2, 05-480 Karczew";"gm. Karczew";"otwocki";"mazowieckie";"1960";"2166";"434";"1526";"5";"11";"0";"0";"0";"0";"0";"0";"0";"1526";"0";"0";"1526";"42";"18";"24";"0";"1484";"659";"825"
"2145-d1f8-e1ac-ff70-80bb-38bf-fce5-3892";"141704";"41";"2";"miasto";"stały";"Szkoła Podstawowa Nr 2, ul. Otwocka 13, 05-480 Karczew";"gm. Karczew";"otwocki";"mazowieckie";"1430";"1572";"302";"1128";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1128";"0";"0";"1128";"31";"7";"24";"0";"1097";"497";"600"
"1d53-f17d-702e-84d7-da08-dd92-d76c-600a";"141704";"41";"3";"miasto";"stały";"Przedszkole Nr 2, ul. Mikołaja Kopernika 13, 05-480 Karczew";"gm. Karczew";"otwocki";"mazowieckie";"1291";"1394";"282";"1009";"3";"7";"0";"0";"0";"0";"0";"0";"0";"1007";"0";"0";"1007";"31";"9";"22";"0";"976";"448";"528"
"cbd2-214e-aaf7-09b7-6ed6-9307-7bf4-09f7";"141704";"41";"4";"miasto";"stały";"Przedszkole Nr 3, ul. Ks. Bp. Władysława Miziołka 52, 05-480 Karczew";"gm. Karczew";"otwocki";"mazowieckie";"1410";"1536";"323";"1087";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1087";"0";"0";"1087";"26";"9";"17";"0";"1061";"630";"431"
"c20a-0933-03eb-0a04-5e08-9036-fcc3-c100";"141704";"41";"5";"miasto";"stały";"Przedszkole Nr 3, ul. Ks. Bp. Władysława Miziołka 52, 05-480 Karczew";"gm. Karczew";"otwocki";"mazowieckie";"930";"1017";"160";"770";"0";"2";"0";"0";"0";"0";"0";"0";"0";"770";"0";"0";"770";"27";"11";"16";"0";"743";"399";"344"
"3a52-2142-f663-23a8-9eef-0f38-6387-6f2f";"141704";"41";"6";"wieś";"stały";"Szkoła Podstawowa, Glinki 50, 05-480 Karczew";"gm. Karczew";"otwocki";"mazowieckie";"760";"845";"217";"543";"0";"3";"0";"0";"0";"0";"0";"0";"0";"543";"0";"0";"543";"11";"0";"11";"0";"532";"149";"383"
"a387-b371-86d8-22bc-3878-ba04-7a7f-f3a3";"141704";"41";"7";"wieś";"stały";"Zespół Szkolno-Przedszkolny, Sobiekursk 36, 05-480 Karczew";"gm. Karczew";"otwocki";"mazowieckie";"1869";"2054";"592";"1277";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1277";"0";"0";"1277";"36";"5";"31";"0";"1241";"470";"771"
"f7f1-fe3e-ea38-863d-3ead-c5d4-1925-ea1d";"141704";"41";"8";"wieś";"stały";"Zespół Szkolno-Przedszkolny, Otwock Wielki ul. Zamkowa 4, 05-480 Karczew";"gm. Karczew";"otwocki";"mazowieckie";"1619";"1768";"529";"1090";"1";"2";"0";"0";"0";"0";"0";"0";"0";"1089";"0";"0";"1089";"31";"3";"28";"0";"1058";"477";"581"
"59b5-9b0e-2702-417e-de5d-738f-0a0d-a49b";"141704";"41";"9";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej, Anielin 1, 05-480 Karczew";"gm. Karczew";"otwocki";"mazowieckie";"20";"20";"0";"20";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20";"0";"0";"20";"3";"0";"3";"0";"17";"5";"12"
"c939-def6-ef3c-9d9b-8dac-fa5f-138e-7c21";"141705";"41";"1";"wieś";"stały";"Urząd Gminy w Kołbieli, ul. Szkolna 1, 05-340 Kołbiel";"gm. Kołbiel";"otwocki";"mazowieckie";"1344";"1487";"356";"988";"2";"5";"0";"0";"0";"0";"0";"0";"0";"988";"0";"0";"988";"35";"5";"30";"0";"953";"366";"587"
"d7ca-ca71-aa4b-564f-a86d-0205-4b9e-6cef";"141705";"41";"2";"wieś";"stały";"Szkoła Podstawowa w Rudzienku, Rudzienko ul. Szkolna 11, 05-340 Kołbiel";"gm. Kołbiel";"otwocki";"mazowieckie";"960";"1054";"307";"653";"0";"1";"0";"0";"0";"0";"0";"0";"0";"653";"0";"0";"653";"17";"5";"12";"0";"636";"182";"454"
"6af6-7ad4-c3f6-034b-9e54-e6bb-0fb1-b871";"141705";"41";"3";"wieś";"stały";"Świetlica w Sępochowie, Sępochów 51, 05-340 Kołbiel";"gm. Kołbiel";"otwocki";"mazowieckie";"469";"517";"156";"313";"0";"2";"0";"0";"0";"0";"0";"0";"0";"313";"0";"0";"313";"7";"1";"6";"0";"306";"141";"165"
"d8e2-f55a-1b2a-4b10-2d7f-23b8-ce7f-0871";"141705";"41";"4";"wieś";"stały";"Szkoła Podstwowa w Człekówce, Człekówka 62, 05-340 Kołbiel";"gm. Kołbiel";"otwocki";"mazowieckie";"889";"981";"231";"658";"0";"2";"0";"0";"0";"0";"0";"0";"0";"658";"0";"0";"658";"23";"5";"18";"0";"635";"212";"423"
"de4f-0483-ba9f-443a-f069-0e9b-d55a-3106";"141705";"41";"5";"wieś";"stały";"Szkoła Podstawowa w Kątach, Kąty ul. Królewska 58, 05-340 Kołbiel";"gm. Kołbiel";"otwocki";"mazowieckie";"739";"822";"223";"516";"0";"2";"0";"0";"0";"0";"0";"0";"0";"516";"0";"0";"516";"29";"6";"23";"0";"487";"124";"363"
"fb16-6611-566e-4f1c-7203-2b20-93c5-f7c0";"141705";"41";"6";"wieś";"stały";"Świetlica w Sufczynie, Sufczyn 23, 05-340 Kołbiel";"gm. Kołbiel";"otwocki";"mazowieckie";"820";"911";"233";"587";"0";"7";"0";"0";"0";"0";"0";"0";"0";"587";"0";"0";"587";"7";"2";"5";"0";"580";"176";"404"
"8dc3-6a2c-ed5b-5e53-14ac-c37f-4c27-4cc8";"141705";"41";"7";"wieś";"stały";"Szkoła Podstawowa w Kołbieli, Szkolna 5, 05-340 Kołbiel";"gm. Kołbiel";"otwocki";"mazowieckie";"629";"688";"186";"443";"0";"3";"0";"0";"0";"0";"0";"0";"0";"443";"0";"0";"443";"12";"3";"9";"0";"431";"164";"267"
"c30b-9528-07ab-92d5-d3b5-c310-da28-2d35";"141706";"41";"1";"wieś";"stały";"Szkoła Podstawowa w Osiecku, ul. Warszawska 61, 08-445 Osieck";"gm. Osieck";"otwocki";"mazowieckie";"619";"684";"173";"446";"0";"2";"0";"0";"0";"0";"0";"0";"0";"446";"0";"0";"446";"8";"2";"6";"0";"438";"106";"332"
"963d-6352-6083-bdaf-0310-1d32-714a-965d";"141706";"41";"2";"wieś";"stały";"Filia Gminnej Biblioteki Publicznej w Natolinie, Natolin 40, 08-445 Osieck";"gm. Osieck";"otwocki";"mazowieckie";"350";"387";"116";"234";"0";"3";"0";"0";"0";"0";"0";"0";"0";"234";"0";"0";"234";"13";"2";"11";"0";"221";"55";"166"
"5ed7-b8d1-255e-1d46-7e18-fbad-f9d3-ee9f";"141706";"41";"3";"wieś";"stały";"Szkoła Podstawowa w Augustówce, Augustówka ul. Kolejowa 2, 08-445 Osieck";"gm. Osieck";"otwocki";"mazowieckie";"690";"770";"162";"528";"0";"5";"0";"0";"0";"0";"0";"0";"0";"528";"0";"0";"528";"20";"5";"15";"0";"508";"115";"393"
"8e9b-6ffe-9cb4-50f5-3610-0426-1efa-6fa9";"141706";"41";"4";"wieś";"stały";"Szkoła Podstawowa w Osiecku, Warszawska 61, 08-445 Osieck";"gm. Osieck";"otwocki";"mazowieckie";"930";"1041";"244";"686";"0";"15";"0";"0";"0";"0";"0";"0";"0";"686";"0";"0";"686";"24";"4";"20";"0";"662";"239";"423"
"7057-e16f-0aef-0025-7155-da11-76d8-1454";"141707";"41";"1";"wieś";"stały";"Publiczna Szkoła Podstawowa w Sobieniach-Jeziorach, Garwolińska 14, 08-443 Sobienie-Jeziory";"gm. Sobienie-Jeziory";"otwocki";"mazowieckie";"1039";"1151";"271";"768";"1";"9";"0";"0";"0";"0";"0";"0";"0";"768";"0";"0";"768";"25";"7";"18";"0";"743";"355";"388"
"47b9-8c37-a758-0b88-e9a3-7e48-6652-1f10";"141707";"41";"2";"wieś";"stały";"Świetlica Wiejska w Sobieniach-Jeziorach, Duży Rynek 25, 08-443 Sobienie-Jeziory";"gm. Sobienie-Jeziory";"otwocki";"mazowieckie";"948";"1055";"264";"684";"0";"7";"0";"0";"0";"0";"0";"0";"0";"683";"0";"0";"683";"13";"3";"10";"0";"670";"293";"377"
"bb58-41e0-129f-73ee-2568-ef80-a35e-d621";"141707";"41";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa w Siedzowie, Siedzów 30A, 08-443 Sobienie-Jeziory";"gm. Sobienie-Jeziory";"otwocki";"mazowieckie";"551";"611";"207";"344";"0";"7";"0";"0";"0";"0";"0";"0";"0";"344";"0";"0";"344";"9";"1";"8";"0";"335";"163";"172"
"a5e6-730e-f68e-0973-7a83-9b82-f8d0-4928";"141707";"41";"4";"wieś";"stały";"Publiczna Szkoła Podstawowa w Starym Zambrzykowie, Stary Zambrzyków 59, 08-443 Sobienie-Jeziory";"gm. Sobienie-Jeziory";"otwocki";"mazowieckie";"628";"696";"239";"389";"0";"0";"0";"0";"0";"0";"0";"0";"0";"389";"0";"0";"389";"7";"1";"6";"0";"382";"142";"240"
"c6be-f0e2-18ff-fa39-7723-e906-c320-682e";"141707";"41";"5";"wieś";"stały";"Publiczna Szkoła Podstawowa w Warszawicach, Warszawice 13, 08-443 Sobienie-Jeziory";"gm. Sobienie-Jeziory";"otwocki";"mazowieckie";"1407";"1553";"370";"1037";"1";"7";"0";"0";"0";"0";"0";"0";"0";"1037";"0";"0";"1037";"29";"8";"21";"0";"1008";"340";"668"
"bddf-d629-43ce-3653-b73c-e244-60b3-6095";"141708";"41";"1";"wieś";"stały";"Szkoła Podstawowa w Zakręcie, Zakręt ul. Szkolna 11, 05-077 Warszawa-Wesoła";"gm. Wiązowna";"otwocki";"mazowieckie";"858";"910";"212";"646";"0";"10";"0";"0";"0";"0";"0";"0";"0";"646";"0";"1";"645";"21";"5";"16";"0";"624";"324";"300"
"8e2e-b8b9-1e75-734e-211e-62b3-dc69-31c1";"141708";"41";"2";"wieś";"stały";"Świetlica w Duchnowie, Duchnów ul. Wspólna 157, 05-462 Wiązowna";"gm. Wiązowna";"otwocki";"mazowieckie";"669";"743";"141";"528";"0";"0";"0";"0";"0";"0";"0";"0";"0";"528";"0";"0";"528";"11";"3";"8";"0";"517";"239";"278"
"98e0-5cb8-c501-91e0-cdf8-fb5a-d4ae-fc4c";"141708";"41";"3";"wieś";"stały";"Szkoła Podstawowa w Wiązownie-świetlica szkolna, ul. Kościelna 20, 05-462 Wiązowna";"gm. Wiązowna";"otwocki";"mazowieckie";"760";"848";"93";"664";"0";"9";"0";"0";"0";"0";"0";"0";"0";"667";"0";"0";"667";"17";"6";"11";"0";"650";"405";"245"
"802b-1d76-eec6-ca97-31df-286d-b67e-ec16";"141708";"41";"4";"wieś";"stały";"Gminny Ośrodek Kultury w Wiązownie, ul. Kościelna 41, 05-462 Wiązowna";"gm. Wiązowna";"otwocki";"mazowieckie";"1009";"1024";"186";"823";"1";"6";"0";"0";"0";"0";"0";"0";"0";"823";"0";"0";"823";"35";"6";"29";"0";"788";"441";"347"
