"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Patryk Damian HAŁACZKIEWICZ";"Stanisław JURCEWICZ";"Aleksander Jakub SZWED"
"0514-874e-45ac-4d15-2a09-79cc-066d-2538";"020205";"5";"3";"wieś";"stały";"Sala Integracji Społecznej, Włóki 78, 58-207 Tuszyn";"gm. Dzierżoniów";"dzierżoniowski";"dolnośląskie";"381";"413";"114";"267";"2";"4";"0";"0";"0";"0";"0";"0";"0";"267";"0";"0";"267";"6";"3";"3";"0";"261";"51";"107";"103"
"b11e-3e44-674e-aca8-6622-1422-94ca-9a39";"020205";"5";"4";"wieś";"stały";"Szkoła Podstawowa im. Jana Pawła II, Tuszyn 47, 58-207 Tuszyn";"gm. Dzierżoniów";"dzierżoniowski";"dolnośląskie";"460";"504";"190";"270";"0";"2";"0";"0";"0";"0";"0";"0";"0";"270";"0";"0";"270";"5";"0";"5";"0";"265";"40";"102";"123"
"a98b-27eb-bb54-a183-eed3-05a6-8c8b-0316";"020205";"5";"5";"wieś";"stały";"Park wiejski z infrastrukturą sportowo-rekreacyjną, Książnica 5A, 58-207 Tuszyn";"gm. Dzierżoniów";"dzierżoniowski";"dolnośląskie";"380";"412";"177";"203";"0";"0";"0";"0";"0";"0";"0";"0";"0";"203";"0";"0";"203";"3";"0";"3";"0";"200";"27";"57";"116"
"d5cd-b8cd-4943-14c6-8d34-b53b-4b7a-f54a";"020205";"5";"6";"wieś";"stały";"Filia Nr 2 Biblioteki Publicznej, ul. Piastowska 1, 58-211 Uciechów";"gm. Dzierżoniów";"dzierżoniowski";"dolnośląskie";"750";"819";"250";"500";"1";"4";"0";"0";"0";"0";"0";"0";"0";"500";"0";"0";"500";"11";"3";"8";"0";"489";"66";"151";"272"
"341e-0950-8817-468f-b331-5451-3d6b-26b2";"020205";"5";"7";"wieś";"stały";"Centrum Kulturalno-Sportowo-Oświatowe, Dobrocin ul. Kościuszki 14A, 58-200 Dzierżoniów";"gm. Dzierżoniów";"dzierżoniowski";"dolnośląskie";"470";"520";"207";"263";"0";"1";"0";"0";"0";"0";"0";"0";"0";"263";"0";"0";"263";"9";"1";"8";"0";"254";"44";"96";"114"
"7e48-50e9-40f0-55bc-132a-da1e-661d-aef6";"020205";"5";"8";"wieś";"stały";"Budynek wielofunkcyjny, Roztocznik 41A, 58-217 Gilów";"gm. Dzierżoniów";"dzierżoniowski";"dolnośląskie";"350";"391";"117";"233";"1";"1";"0";"0";"0";"0";"0";"0";"0";"233";"0";"0";"233";"7";"1";"6";"0";"226";"20";"52";"154"
"7feb-5ca9-61db-b4ee-8e67-85e4-5819-4b1c";"020205";"5";"9";"wieś";"stały";"Zespół Szkolno-Przedszkolny, ul. Główna 50, 58-241 Piława Dolna";"gm. Dzierżoniów";"dzierżoniowski";"dolnośląskie";"1110";"1193";"442";"668";"0";"0";"0";"0";"0";"0";"0";"0";"0";"668";"0";"0";"668";"11";"2";"9";"0";"657";"104";"182";"371"
"48ea-0060-0d33-b0dc-b90e-5934-a24b-7d66";"020205";"5";"10";"wieś";"stały";"Świetlica wiejska, Owiesno 88, 58-262 Ostroszowice";"gm. Dzierżoniów";"dzierżoniowski";"dolnośląskie";"450";"488";"199";"251";"0";"0";"0";"0";"0";"0";"0";"0";"0";"251";"0";"0";"251";"6";"2";"4";"0";"245";"40";"79";"126"
"13ec-1cd0-0ed9-60b1-e9b8-39f8-2d35-d852";"020205";"5";"11";"wieś";"stały";"Zespół Szkolno-Przedszkolny, ul. Bielawska 58, 58-262 Ostroszowice";"gm. Dzierżoniów";"dzierżoniowski";"dolnośląskie";"930";"1015";"379";"551";"0";"1";"0";"0";"0";"0";"0";"0";"0";"551";"0";"0";"551";"14";"7";"7";"0";"537";"134";"175";"228"
"5e22-0dfd-ff1f-cc45-d86f-b424-43f0-b2de";"020205";"5";"12";"wieś";"stały";"Domek Myśliwski, Jodłownik 40, 58-262 Ostroszowice";"gm. Dzierżoniów";"dzierżoniowski";"dolnośląskie";"310";"331";"119";"191";"0";"0";"0";"0";"0";"0";"0";"0";"0";"191";"0";"0";"191";"0";"0";"0";"0";"191";"45";"24";"122"
"59fb-249a-8b08-868d-d5d2-3266-a957-4aaf";"020205";"5";"13";"wieś";"oddział zewnętrzny aresztu śledczego";"Biuro Wychowawcy, Błotnista 12, 58-241 Piława Dolna";"gm. Dzierżoniów";"dzierżoniowski";"dolnośląskie";"117";"117";"22";"95";"0";"0";"0";"0";"0";"0";"0";"0";"0";"95";"0";"0";"95";"1";"1";"0";"0";"94";"24";"54";"16"
"dcb0-c5f0-a160-7a36-3c16-9711-9870-1484";"020206";"5";"1";"wieś";"stały";"Szkoła Podstawowa im. Adama Mickiewicza, Jaźwina 79, 58-212 Jaźwina";"gm. Łagiewniki";"dzierżoniowski";"dolnośląskie";"780";"866";"363";"417";"1";"5";"0";"0";"0";"0";"0";"0";"0";"417";"0";"0";"417";"19";"6";"13";"0";"398";"59";"131";"208"
"490d-f825-2fca-22f9-2b2b-e96d-3f0a-1a92";"020206";"5";"2";"wieś";"stały";"Sala Wiejska, Ratajno 55, 58-210 Łagiewniki";"gm. Łagiewniki";"dzierżoniowski";"dolnośląskie";"850";"935";"337";"513";"0";"3";"0";"0";"0";"0";"0";"0";"0";"513";"0";"0";"513";"10";"0";"10";"0";"503";"50";"131";"322"
"a51f-61ad-be83-53f5-82e0-f0a1-9187-0d3d";"020206";"5";"3";"wieś";"stały";"Sala Wiejska, ul. Wesoła 9, 58-214 Oleszna";"gm. Łagiewniki";"dzierżoniowski";"dolnośląskie";"1020";"1121";"404";"616";"0";"0";"0";"0";"0";"0";"0";"0";"0";"616";"0";"0";"616";"13";"4";"9";"0";"603";"74";"149";"380"
"67d9-d270-1c8f-d970-9aa2-06a2-b41d-da2a";"020206";"5";"4";"wieś";"stały";"Sala Wiejska, Radzików 56, 58-210 Łagiewniki";"gm. Łagiewniki";"dzierżoniowski";"dolnośląskie";"500";"562";"199";"301";"0";"3";"0";"0";"0";"0";"0";"0";"0";"300";"0";"0";"300";"5";"0";"5";"0";"295";"33";"102";"160"
"de1e-ebe9-baa2-4686-7c5b-b840-6b24-5a5e";"020206";"5";"5";"wieś";"stały";"Gminny Ośrodek Kultury, Bibliotek i Sportu, ul. Wrocławska 1, 58-210 Łagiewniki";"gm. Łagiewniki";"dzierżoniowski";"dolnośląskie";"1421";"1564";"558";"862";"2";"3";"2";"1";"0";"0";"0";"0";"1";"863";"1";"0";"863";"15";"3";"12";"0";"848";"119";"292";"437"
"819d-b018-2c60-27ba-23cf-b3eb-2940-1926";"020206";"5";"6";"wieś";"stały";"Szkoła Podstawowa im. Jana Pawła II, ul. Jedności Narodowej 38, 58-210 Łagiewniki";"gm. Łagiewniki";"dzierżoniowski";"dolnośląskie";"831";"919";"306";"525";"0";"0";"0";"0";"0";"0";"0";"0";"0";"525";"0";"0";"525";"5";"3";"2";"0";"520";"82";"205";"233"
"8a1c-a081-4ebb-5edc-3a55-eac6-186f-98f9";"020207";"5";"1";"miasto";"stały";"Szkoła Podstawowa w Niemczy, ul. Bolesława Chrobrego 25, 58-230 Niemcza";"gm. Niemcza";"dzierżoniowski";"dolnośląskie";"750";"831";"289";"461";"2";"17";"0";"0";"0";"0";"0";"0";"0";"461";"0";"0";"461";"10";"0";"10";"0";"451";"72";"202";"177"
"4662-0263-58de-0629-e89f-146d-719e-7dce";"020207";"5";"2";"miasto";"stały";"Niemczański Ośrodek Kultury, ul. Rynek 32, 58-230 Niemcza";"gm. Niemcza";"dzierżoniowski";"dolnośląskie";"621";"682";"304";"317";"2";"15";"0";"0";"0";"0";"0";"0";"0";"317";"0";"0";"317";"5";"0";"5";"0";"312";"49";"130";"133"
"7743-18b8-a5df-3fc6-add7-9801-76c9-e94e";"020207";"5";"3";"miasto";"stały";"Dom Pomocy Społecznej, ul. Kolejowa 14 - 16, 58-230 Niemcza";"gm. Niemcza";"dzierżoniowski";"dolnośląskie";"851";"924";"450";"401";"1";"2";"0";"0";"0";"0";"0";"0";"0";"401";"0";"0";"401";"13";"1";"12";"0";"388";"62";"133";"193"
"d24a-a3f7-2cfe-7b67-1728-a9da-b756-62c3";"020207";"5";"4";"wieś";"stały";"Niepubliczna Szkoła Podstawowa, Przerzeczyn-Zdrój ul. Zdrojowa 14, 58-231 Niemcza";"gm. Niemcza";"dzierżoniowski";"dolnośląskie";"780";"844";"346";"434";"1";"0";"0";"0";"0";"0";"0";"0";"0";"434";"0";"0";"434";"14";"2";"12";"0";"420";"61";"152";"207"
"7fde-5327-dc07-0500-c253-c5db-5d8d-cf85";"020207";"5";"5";"wieś";"stały";"Budynek gminny, Wilków Wielki 26, 58-230 Niemcza";"gm. Niemcza";"dzierżoniowski";"dolnośląskie";"500";"549";"213";"287";"0";"0";"0";"0";"0";"0";"0";"0";"0";"287";"0";"0";"287";"7";"0";"7";"0";"280";"46";"112";"122"
"9337-67b2-d1ec-0a80-88e3-4a4d-8073-fe51";"020207";"5";"6";"wieś";"stały";"Niepubliczna Szkoła Podstawowa, Gilów 49, 58-217 Niemcza";"gm. Niemcza";"dzierżoniowski";"dolnośląskie";"560";"623";"212";"348";"0";"1";"0";"0";"0";"0";"0";"0";"0";"348";"0";"0";"348";"8";"1";"7";"0";"340";"64";"135";"141"
"55dd-fe81-4dc7-972e-b722-23e5-8957-46fb";"020801";"5";"1";"miasto";"stały";"Ośrodek Pomocy Społecznej, ul. Słowackiego 16, 57-340 Duszniki-Zdrój";"m. Duszniki-Zdrój";"kłodzki";"dolnośląskie";"590";"659";"253";"337";"2";"28";"0";"0";"0";"0";"0";"0";"0";"337";"0";"0";"337";"6";"2";"4";"0";"331";"62";"149";"120"
"cfbf-5542-346a-356d-6b6c-70e7-d0a4-ad2c";"020801";"5";"2";"miasto";"stały";"Miejski Zespół Szkół, ul. Wybickiego 2a, 57-340 Duszniki-Zdrój";"m. Duszniki-Zdrój";"kłodzki";"dolnośląskie";"960";"1075";"373";"587";"1";"28";"0";"0";"0";"0";"0";"0";"0";"587";"0";"0";"587";"8";"2";"6";"0";"579";"91";"269";"219"
"371d-cf61-6e52-0fe8-9a2e-a63b-9400-41ad";"020801";"5";"3";"miasto";"stały";"Miejski Zespół Szkół, ul. Sportowa 6, 57-340 Duszniki-Zdrój";"m. Duszniki-Zdrój";"kłodzki";"dolnośląskie";"1040";"1127";"366";"674";"2";"21";"0";"0";"0";"0";"0";"0";"0";"674";"0";"0";"674";"12";"8";"4";"0";"662";"90";"307";"265"
"f24f-9ee2-1cca-2c5c-2510-02f9-2717-c74e";"020801";"5";"4";"miasto";"stały";"Dworek Chopina, Park Zdrojowy ., 57-340 Duszniki-Zdrój";"m. Duszniki-Zdrój";"kłodzki";"dolnośląskie";"1169";"1228";"277";"892";"3";"316";"0";"0";"0";"0";"0";"0";"0";"891";"0";"0";"891";"6";"1";"5";"0";"885";"103";"442";"340"
"9e72-1df8-b981-3183-db66-4cdb-a45f-fecd";"020802";"5";"1";"miasto";"stały";"Szkoła Podstawowa nr 2, ul. Zamiejska 24, 57-300 Kłodzko";"m. Kłodzko";"kłodzki";"dolnośląskie";"879";"966";"363";"516";"0";"3";"0";"0";"0";"0";"0";"0";"0";"516";"0";"0";"516";"17";"5";"12";"0";"499";"72";"212";"215"
"433d-7842-7ace-59f7-1f6c-04f9-f03f-d5c9";"020802";"5";"2";"miasto";"stały";"Przedszkole nr 3, ul. Warty 6, 57-300 Kłodzko";"m. Kłodzko";"kłodzki";"dolnośląskie";"808";"867";"198";"610";"2";"0";"0";"0";"0";"0";"0";"0";"0";"610";"0";"0";"610";"5";"3";"2";"0";"605";"70";"338";"197"
"8728-bfda-abcb-1b0c-e706-9288-3c8f-8309";"020802";"5";"3";"miasto";"stały";"Szkoła Podstawowa nr 7, ul. Sienkiewicza 61, 57-300 Kłodzko";"m. Kłodzko";"kłodzki";"dolnośląskie";"980";"1051";"236";"744";"1";"5";"0";"0";"0";"0";"0";"0";"0";"744";"0";"0";"744";"12";"6";"6";"0";"732";"78";"417";"237"
"adc6-6d63-5257-a955-fd4c-2cbf-0fba-497a";"020802";"5";"4";"miasto";"stały";"ZAMG GM Kłodzko, ul. Grunwaldzka 29, 57-300 Kłodzko";"m. Kłodzko";"kłodzki";"dolnośląskie";"950";"1046";"477";"473";"0";"2";"0";"0";"0";"0";"0";"0";"0";"473";"0";"0";"473";"11";"1";"10";"0";"462";"60";"207";"195"
"b1fd-322f-c0f6-1c7b-6a28-0cff-8b24-fcef";"020802";"5";"5";"miasto";"stały";"Przedszkole nr 1, ul. Grunwaldzka 4, 57-300 Kłodzko";"m. Kłodzko";"kłodzki";"dolnośląskie";"1090";"1185";"427";"663";"5";"5";"0";"0";"0";"0";"0";"0";"0";"663";"0";"0";"663";"14";"14";"0";"0";"649";"121";"276";"252"
"c9b7-eaae-972b-d266-d840-9057-1d88-c2c0";"020802";"5";"6";"miasto";"stały";"Ośrodek Pomocy Społecznej, ul. Wyspiańskiego 2d, 57-300 Kłodzko";"m. Kłodzko";"kłodzki";"dolnośląskie";"970";"1053";"319";"651";"1";"2";"0";"0";"0";"0";"0";"0";"0";"651";"0";"0";"651";"10";"3";"7";"0";"641";"92";"334";"215"
"d070-4a12-8131-caa8-8ebf-8c54-2041-befe";"020802";"5";"7";"miasto";"stały";"Urząd Miasta, pl. Bolesława Chrobrego 1, 57-300 Kłodzko";"m. Kłodzko";"kłodzki";"dolnośląskie";"1140";"1271";"520";"620";"3";"33";"0";"0";"0";"0";"0";"0";"0";"620";"0";"0";"620";"11";"3";"8";"0";"609";"90";"227";"292"
"ba5d-522f-3b51-9f32-e3a1-5410-9987-d3ea";"020802";"5";"8";"miasto";"stały";"Szkoła Podstawowa nr 1, ul. Zawiszy Czarnego 5, 57-300 Kłodzko";"m. Kłodzko";"kłodzki";"dolnośląskie";"900";"979";"407";"493";"1";"9";"0";"0";"0";"0";"0";"0";"0";"493";"0";"0";"493";"12";"4";"8";"0";"481";"68";"213";"200"
"3a24-e9e1-1372-25c4-c400-4357-5f40-c519";"020802";"5";"9";"miasto";"stały";"Muzeum Ziemi Kłodzkiej, ul. Łukasiewicza 4, 57-300 Kłodzko";"m. Kłodzko";"kłodzki";"dolnośląskie";"1238";"1336";"553";"685";"0";"10";"0";"0";"0";"0";"0";"0";"0";"685";"0";"0";"685";"22";"3";"19";"0";"663";"107";"285";"271"
"8566-a10f-82da-adac-c725-3eae-b959-8b76";"020802";"5";"10";"miasto";"stały";"Przedszkole Niepubliczne ""Promyczek"", ul. Michała Drzymały 1a, 57-300 Kłodzko";"m. Kłodzko";"kłodzki";"dolnośląskie";"1180";"1277";"411";"769";"0";"0";"0";"0";"0";"0";"0";"0";"0";"769";"0";"0";"769";"10";"3";"7";"0";"759";"88";"385";"286"
"3361-82fa-a379-223c-72ca-f6cd-3373-b9be";"020802";"5";"11";"miasto";"stały";"Kłodzki Ośrodek Kultury, pomieszczenie galerii, pl. Władysława Jagiełły 1, 57-300 Kłodzko";"m. Kłodzko";"kłodzki";"dolnośląskie";"1150";"1229";"439";"709";"4";"9";"0";"0";"0";"0";"0";"0";"0";"711";"0";"0";"711";"10";"3";"7";"0";"701";"82";"344";"275"
"aa34-3c96-baaa-08bf-10df-055e-16e5-2cf1";"020802";"5";"12";"miasto";"stały";"Przedszkole nr 4 w Kłodzku, ul. Bohaterów Getta 9, 57-300 Kłodzko";"m. Kłodzko";"kłodzki";"dolnośląskie";"1080";"1150";"403";"677";"4";"10";"0";"0";"0";"0";"0";"0";"0";"677";"0";"0";"677";"17";"3";"14";"0";"660";"94";"302";"264"
"09aa-16a0-a2f7-c657-85d5-340b-9ef9-092f";"020802";"5";"13";"miasto";"stały";"Szkoła Podstawowa nr 6, ul. Bohaterów Getta 22, 57-300 Kłodzko";"m. Kłodzko";"kłodzki";"dolnośląskie";"1190";"1291";"437";"753";"2";"10";"0";"0";"0";"0";"0";"0";"0";"753";"0";"0";"753";"21";"7";"14";"0";"732";"85";"363";"284"
"375d-98a7-3284-3331-0c41-55c8-0fc0-8e29";"020802";"5";"14";"miasto";"stały";"Hala sportowa w Kłodzku, ul. Kusocińskiego 2, 57-300 Kłodzko";"m. Kłodzko";"kłodzki";"dolnośląskie";"1090";"1184";"412";"678";"1";"6";"0";"0";"0";"0";"0";"0";"0";"678";"0";"0";"678";"12";"2";"10";"0";"666";"60";"346";"260"
"ca7d-73f6-e1e1-076b-08c4-4f18-25fc-2166";"020802";"5";"15";"miasto";"stały";"Dom Działkowca ROD w Kłodzku ""Perła"", ul. Łąkowa 7, 57-300 Kłodzko";"m. Kłodzko";"kłodzki";"dolnośląskie";"1500";"1616";"435";"1065";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1065";"0";"0";"1065";"13";"4";"9";"0";"1052";"152";"496";"404"
"6897-d2e2-3be5-fe12-a307-25a9-7b86-1912";"020802";"5";"16";"miasto";"stały";"Kryta Pływalnia, ul. Jana Pawła II 4, 57-300 Kłodzko";"m. Kłodzko";"kłodzki";"dolnośląskie";"1300";"1417";"441";"859";"4";"9";"0";"0";"0";"0";"0";"0";"0";"858";"0";"0";"858";"14";"8";"6";"0";"844";"106";"361";"377"
"ace3-7161-199b-84f5-5b18-6c7e-d426-f9a8";"020802";"5";"17";"miasto";"stały";"Szkoła Podstawowa nr 3 Sala Gimnastyczna, ul. Jana Pawła II 4, 57-300 Kłodzko";"m. Kłodzko";"kłodzki";"dolnośląskie";"1620";"1766";"485";"1135";"2";"9";"1";"1";"0";"0";"0";"0";"1";"1135";"1";"0";"1135";"20";"3";"17";"0";"1115";"124";"602";"389"
"f66a-3d00-2d06-9aba-298d-613f-05b9-86c8";"020802";"5";"18";"miasto";"zakład leczniczy";"Samodzielny Publiczny Zespół Opieki Zdrowotnej w Kłodzku, Szpitalna 1, 57-300 Kłodzko";"m. Kłodzko";"kłodzki";"dolnośląskie";"115";"141";"61";"54";"0";"0";"0";"0";"0";"0";"0";"0";"0";"54";"0";"0";"54";"2";"0";"2";"0";"52";"7";"19";"26"
"2126-2d90-2d01-1ca0-30e1-e92c-5444-218c";"020802";"5";"19";"miasto";"zakład karny";"Zakład Karny w Kłodzku, Bohaterów Getta 16, 57-300 Kłodzko";"m. Kłodzko";"kłodzki";"dolnośląskie";"620";"624";"337";"283";"0";"0";"0";"0";"0";"0";"0";"0";"0";"283";"0";"0";"283";"8";"3";"5";"0";"275";"49";"176";"50"
"2b9d-b90b-7442-5a12-7b18-1c79-faee-be7c";"020803";"5";"1";"miasto";"stały";"Kudowskie Centrum Kultury i Sportu, Główna 43, 57-350 Kudowa-Zdrój";"m. Kudowa-Zdrój";"kłodzki";"dolnośląskie";"1459";"1628";"598";"861";"3";"64";"0";"0";"0";"0";"0";"0";"0";"861";"0";"0";"861";"20";"8";"12";"0";"841";"163";"306";"372"
"92cb-34f3-d4c1-7279-da3e-9844-6c9d-72f2";"020803";"5";"2";"miasto";"stały";"Zespół Szkół Publicznych im. Jana Pawła II, ul. Szkolna 8, 57-350 Kudowa-Zdrój";"m. Kudowa-Zdrój";"kłodzki";"dolnośląskie";"1081";"1286";"283";"798";"2";"143";"0";"0";"0";"0";"0";"0";"0";"798";"0";"0";"798";"15";"3";"12";"0";"783";"109";"365";"309"
"baeb-41e7-c2a4-1360-0bad-f741-988f-a9b2";"020803";"5";"3";"miasto";"stały";"Punkt Informacyjno-Konsultacyjny GKRPA, ul. Poznańska 2, 57-350 Kudowa-Zdrój";"m. Kudowa-Zdrój";"kłodzki";"dolnośląskie";"1371";"1646";"219";"1152";"4";"445";"0";"0";"0";"0";"0";"0";"0";"1152";"0";"0";"1152";"19";"5";"14";"0";"1133";"132";"590";"411"
"96c7-15b1-0624-b0f3-e649-7d8c-8b0a-2ab4";"020803";"5";"4";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. Tadeusza Kościuszki 58, 57-350 Kudowa-Zdrój";"m. Kudowa-Zdrój";"kłodzki";"dolnośląskie";"980";"1170";"303";"677";"1";"53";"0";"0";"0";"0";"0";"0";"0";"677";"0";"0";"677";"17";"4";"13";"0";"660";"101";"297";"262"
"365f-435f-8558-2306-7496-33fd-cc73-db48";"020803";"5";"5";"miasto";"stały";"Społeczny Zespół Szkolno-Przedszkolny, ul. Słone 72, 57-350 Kudowa-Zdrój";"m. Kudowa-Zdrój";"kłodzki";"dolnośląskie";"731";"824";"259";"472";"1";"17";"0";"0";"0";"0";"0";"0";"0";"472";"0";"0";"472";"6";"2";"4";"0";"466";"84";"149";"233"
"ea33-3b33-028b-b117-2eba-b1d6-c1f6-199a";"020803";"5";"6";"miasto";"stały";"Kudowski Zakład Wodociągów i Kanalizacji, ul. Aleksandra Fredry 8, 57-350 Kudowa-Zdrój";"m. Kudowa-Zdrój";"kłodzki";"dolnośląskie";"570";"604";"201";"369";"0";"5";"0";"0";"0";"0";"0";"0";"0";"369";"0";"0";"369";"16";"4";"12";"0";"353";"47";"132";"174"
"1c18-646e-2976-6c6c-5ef6-211b-916a-c220";"020803";"5";"7";"miasto";"stały";"Zespół Szkół Publicznych im. Jana Pawła II, ul. Szkolna 8, 57-350 Kudowa-Zdrój";"m. Kudowa-Zdrój";"kłodzki";"dolnośląskie";"1310";"1502";"362";"948";"2";"71";"0";"0";"0";"0";"0";"0";"0";"948";"0";"0";"948";"23";"6";"17";"0";"925";"136";"419";"370"
"e87a-2a77-6ef6-39e0-dade-c9ec-d321-6553";"020804";"5";"1";"miasto";"stały";"Miejska Biblioteka Publiczna, ul. Bohaterów Getta 10, 57-400 Nowa Ruda";"m. Nowa Ruda";"kłodzki";"dolnośląskie";"1260";"1352";"650";"610";"0";"5";"0";"0";"0";"0";"0";"0";"0";"610";"0";"0";"610";"9";"2";"7";"0";"601";"78";"277";"246"
"c905-5fc8-3721-578c-5432-0724-2b96-8fa2";"020804";"5";"2";"miasto";"stały";"Miejski Ośrodek Kultury, ul. Strzelecka 2a, 57-400 Nowa Ruda";"m. Nowa Ruda";"kłodzki";"dolnośląskie";"1723";"1855";"741";"982";"1";"10";"0";"0";"0";"0";"0";"0";"0";"982";"0";"0";"982";"23";"6";"17";"0";"959";"160";"495";"304"
"dd56-56e8-491f-ed13-fbf6-f4f0-304a-c8d2";"020804";"5";"3";"miasto";"stały";"Liceum Ogólnokształcące, Osiedle Piastowskie 17, 57-400 Nowa Ruda";"m. Nowa Ruda";"kłodzki";"dolnośląskie";"1725";"1855";"704";"1021";"2";"6";"0";"0";"0";"0";"0";"0";"0";"1021";"0";"0";"1021";"30";"8";"22";"0";"991";"125";"459";"407"
"e47a-8fb4-7c37-294a-a15e-b38d-735f-9012";"020804";"5";"4";"miasto";"stały";"Liceum Ogólnokształcące, Osiedle Piastowskie 17, 57-400 Nowa Ruda";"m. Nowa Ruda";"kłodzki";"dolnośląskie";"879";"963";"436";"443";"0";"2";"0";"0";"0";"0";"0";"0";"0";"442";"0";"0";"442";"7";"1";"6";"0";"435";"65";"200";"170"
"6fc0-a5e4-ed01-992d-6977-80b6-6a39-8594";"020804";"5";"5";"miasto";"stały";"Noworudzka Szkoła Techniczna, ul. Obozowa 9, 57-401 Nowa Ruda";"m. Nowa Ruda";"kłodzki";"dolnośląskie";"820";"914";"440";"380";"0";"14";"0";"0";"0";"0";"0";"0";"0";"380";"0";"0";"380";"10";"3";"7";"0";"370";"57";"165";"148"
"236d-8488-a75d-7049-e4f3-3f59-6cf7-6932";"020804";"5";"6";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 1, ul. Stara Droga 39, 57-401 Nowa Ruda";"m. Nowa Ruda";"kłodzki";"dolnośląskie";"820";"891";"435";"385";"0";"2";"0";"0";"0";"0";"0";"0";"0";"385";"0";"0";"385";"6";"2";"4";"0";"379";"62";"176";"141"
"477a-34fc-cf0d-9bb9-55b6-6cd1-69e2-6162";"020804";"5";"7";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 1, ul. Stara Droga 39, 57-401 Nowa Ruda";"m. Nowa Ruda";"kłodzki";"dolnośląskie";"1209";"1307";"623";"586";"0";"5";"0";"0";"0";"0";"0";"0";"0";"587";"0";"0";"587";"14";"0";"14";"0";"573";"83";"283";"207"
"d632-84ad-a523-554c-e1ac-8dee-2475-4c25";"020804";"5";"8";"miasto";"stały";"Filia Szkoły Podstawowej nr 2, ul. Srebrna 11, 57-400 Nowa Ruda";"m. Nowa Ruda";"kłodzki";"dolnośląskie";"730";"788";"314";"416";"0";"0";"0";"0";"0";"0";"0";"0";"0";"416";"0";"0";"416";"6";"1";"5";"0";"410";"59";"205";"146"
"20ab-9c78-71b8-b3bb-169b-3e73-f345-b1e7";"020804";"5";"9";"miasto";"stały";"Szkoła Podstawowa nr 7, ul. Szkolna 3, 57-402 Nowa Ruda";"m. Nowa Ruda";"kłodzki";"dolnośląskie";"1470";"1601";"651";"819";"0";"3";"0";"0";"0";"0";"0";"0";"0";"819";"0";"0";"819";"12";"3";"9";"0";"807";"97";"425";"285"
"09c9-0336-923a-c9c8-8e87-d81d-03e2-a6c8";"020804";"5";"10";"miasto";"stały";"Filia Miejskiej Biblioteki Publicznej, ul. Słupiecka 2, 57-402 Nowa Ruda";"m. Nowa Ruda";"kłodzki";"dolnośląskie";"1610";"1746";"539";"1071";"0";"17";"0";"0";"0";"0";"0";"0";"0";"1071";"0";"0";"1071";"9";"3";"6";"0";"1062";"75";"539";"448"
"9af9-c9cd-abbe-7a66-6201-0eb5-be8a-7aff";"020804";"5";"11";"miasto";"stały";"Szkoła Podstawowa Nr 7, ul. Akacjowa 8, 57-402 Nowa Ruda";"m. Nowa Ruda";"kłodzki";"dolnośląskie";"1677";"1813";"785";"892";"0";"2";"0";"0";"0";"0";"0";"0";"0";"892";"0";"0";"892";"17";"3";"14";"0";"875";"119";"379";"377"
"e14d-4782-32fc-f707-5bba-7aa5-0a41-6196";"020804";"5";"12";"miasto";"stały";"Filia Miejskiej Biblioteki Publicznej, ul. Słupiecka 2, 57-402 Nowa Ruda";"m. Nowa Ruda";"kłodzki";"dolnośląskie";"2322";"2509";"807";"1515";"5";"5";"1";"1";"0";"0";"0";"0";"1";"1514";"1";"0";"1514";"26";"9";"17";"0";"1488";"172";"765";"551"
